original_name,company_name
CAPITAL RE CORP,capital re
EMPRESAS ICA SOCIEDAD CONTROL SA,empresas ica sociedad control
FIRST DATA CORP,first data
WASTE MANAGEMENT INTL PLC,waste management intl
MUNIYIELD INSURED FUND INC,muniyield insured
BLACKROCK MUNIYIELD INSURED FD,blackrock muniyield insured fd
BLACKROCK MUNIYLD QLTY FD III,blackrock muniyld qlty fd iii
BLACKSTONE INVESTMENT QTY TM TR,blackstone investment qty tm tr
BLACKROCK INVEST QLTY TM TR INC,blackrock invest qlty tm tr
INTERNATIONAL FAMILY ENTMT INC,international family entmt
TURF PARADISE INC,turf paradise
MINNESOTA MUNICIPAL TERM TRUST 2,minnesota municipal term trust
VOYAGEUR MN MUNI INCOME FD INC,voyageur mn muni income fd
DELAWARE INVTS MINN MUN INC,delaware invts minn mun
BOX ENERGY CORP,box energy
REMINGTON OIL & GAS CORP,remington oil gas
VITRO SOCIEDAD ANONIMA,vitro sociedad anonima
CANSTAR SPORTS INC,canstar sports
GUNNAR GOLD INC,gunnar gold
GUNNAR GOLD MINING CORP,gunnar gold mining
AMERICAN TRANSP TV NETWK INC,american transp tv netwk
GOLDEN NORTH RESOURCE CORP,golden north resource
CAP RX LTD,cap rx
AUTOLEND GROUP INC,autolend
IMUTEC CORP,imutec
IMUTEC PHARMA INC,imutec pharma
LORUS THERAPEUTICS INC,lorus therapeutics
LORUS THERAPEUTICS INC NEW,lorus therapeutics new
APTOSE BIOSCIENCES INC,aptose biosciences
TASEKO MINES LTD,taseko mines
UNILENS OPTICAL CORP,unilens optical
UNILENS VISION INC,unilens vision
METRICOM INC,metricom
TEKLA LIFE SCIENCES INVESTORS,tekla life sciences investors
ABRDN LIFE SCIENCES INVESTORS,abrdn life sciences investors
ADVANTA CORP,advanta
LIDA INC,lida
TWENTY FIRST CENTURY ENVELOPE,twenty first century envelope
SYBRON INTERNATIONAL CORP,sybron international
APOGENT TECHNOLOGIES INC,apogent technologies
LUKENS MEDICAL CORP,lukens medical
STAC ELECTRONICS,stac electronics
STAC INC,stac
STAC SOFTWARE INC,stac software
PREVIO INC,previo
VALENCE TECHNOLOGY INC,valence technology
AMERICAN FUNERAL SERVICES CORP,american funeral services
BUCKLE INC,buckle
PRINCETON NATIONAL BANCORP INC,princeton national bancorp
NETWORK IMAGING CORP,network imaging
TREEV INC,treev
DYERSBURG CORP,dyersburg
VAN KAMPEN MER TR INVT GR FL MUN,van kampen mer tr invt gr fl mun
VAN KAMPEN TRUST INV GR FL MUNIS,van kampen trust inv gr fl munis
VAN KAMPEN MER TR INVT GR NJ MUN,van kampen mer tr invt gr nj mun
VAN KAMPEN TRUST INV GR NJ MUNIS,van kampen trust inv gr nj munis
INVESCO VAN KAMP TR IN GR NJ MUN,invesco van kamp tr in gr nj mun
VAN KAMPEN MER TR INVT GR NY MUN,van kampen mer tr invt gr ny mun
VAN KAMPEN TRUST INVESTMNT GR NY,van kampen trust investmnt gr ny
INVESCO VAN KMP TR INV GR NY MUN,invesco van kmp tr inv gr ny mun
INVESCO TRUST INVEST GR NY MUN,invesco trust invest gr ny mun
VAN KAMPEN MER TR GR INVT PA MUN,van kampen mer tr gr invt pa mun
VAN KAMPEN TRUST INV GR PA MUNIS,van kampen trust inv gr pa munis
UNIVERSAL SEISMIC ASSOCS INC,universal seismic assocs
AMT CORP,amt
1225 MAPLE CORP,maple
ARKANSAS BEST CORP DEL,arkansas best del
ARCBEST CORP,arcbest
BASIN EXPLORATION INC,basin exploration
THERATECH INC DEL,theratech del
BITWISE DESIGNS INC,bitwise designs
AUTHENTIDATE HOLDING CORP,authentidate
BIOCIRCUITS CORP,biocircuits
KRYSTAL CO,krystal
NATURAL WONDERS INC,natural wonders
VMARK SOFTWARE INC,vmark software
ARDENT SOFTWARE INC,ardent software
ALCATEL,alcatel
ALCATEL LUCENT,alcatel lucent
BOSTON SCIENTIFIC CORP,boston scientific
KOHLS CORP,kohls
MUNIYIELD NEW JERSEY FUND INC,muniyield new jersey
BLACKROCK MUNIYIELD NJ FUND INC,blackrock muniyield nj
NUVEEN JOHN CO,nuveen john
NUVEEN INVESTMENTS INC,nuveen investments
ENZYMATICS INC,enzymatics
UNIVERSAL DISPLAY CORP,universal display
TRINITY CAPITAL OPPTY CORP,trinity capital oppty
ALLIANCE ENTERTAINMENT CORP,alliance entertainment
ZAMS INC,zams
OPHTHALMIC IMAGING SYSTEMS,ophthalmic imaging systems
SUPERMAC TECHNOLOGY INC,supermac technology
21ST CENTURY ROBOTICS,st century robotics
TFC TELESERVICES CORP,tfc teleservices
CENTRAL CORP,central
RESURGENS COMMUNICATIONS GRP INC,resurgens communications grp
CARDIOVASCULAR IMAGING SYS INC,cardiovascular imaging sys
IMPERIAL CREDIT INDUSTRIES INC,imperial credit industries
LIFE USA HOLDING INC,life usa
NATIONAL VISION ASSOC LTD,national vision assoc
VISTA EYECARE INC,vista eyecare
HOLSON BURNES GROUP INC,holson burnes
HALL MARK ELECTRONICS CORP,hall mark electronics
INTERNATIONAL FAST FOOD CORP,international fast food
TWIN CITY BARGE & TOWING CO,twin city barge towing
TWIN CITY BARGE INC,twin city barge
OPTICAL DATA SYSTEMS INC,optical data systems
INTRUSION COM INC,intrusion com
INTRUSION INC,intrusion
WESTERN WATER CO,western water
MICRO FOCUS GROUP PUBLIC LTC CO,micro focus public ltc
MERANT PLC,merant
FINANCIAL FEDERAL CORP,financial federal
DATAWATCH CORP,datawatch
TWISTEE FREEZ CORP,twistee freez
TWISTEE TREAT CORP,twistee treat
PERSEPTIVE BIOSYSTEMS INC,perseptive biosystems
ARACRUZ CELULOSE SA,aracruz celulose
FIRST USA INC,first usa
RELIANCE ELECTRIC CO NEW,reliance electric new
HUDSON CHARTERED BANCORP INC,hudson chartered bancorp
PREMIER NATIONAL BANCORP INC,premier national bancorp
FRANKLIN QUEST CO,franklin quest
FRANKLIN COVEY CO,franklin covey
VAN KAMPEN MERRITT MUNI OPPTY TR,van kampen merritt muni oppty tr
VAN KAMPEN AM CAP MUN OPPTY TR,van kampen am cap mun oppty tr
VAN KAMPEN MUNICIPAL OPPTY TR,van kampen municipal oppty tr
INVESCO VAN KAMPEN MUNI OPP TR,invesco van kampen muni opp tr
INVESCO MUNICIPAL OPRTY TRUST,invesco municipal oprty trust
VAN KAMPEN MER TR INVT GR CA MUN,van kampen mer tr invt gr ca mun
VAN KAMPEN TRUST INVESTMNT GR CA,van kampen trust investmnt gr ca
BANCO COMERCIAL PORTUGUES SA,banco comercial portugues
FIRST COMMONWEALTH FINANCIAL COR,first commonwealth financial cor
GENERAL INSTRUMENT CORP NEW,general instrument new
NEXTLEVEL SYSTEMS INC,nextlevel systems
GENERAL INSTRUMENT CORP DEL,general instrument del
TRANSPORTACION MARITIMA MEXICANA,transportacion maritima mexicana
BILLY BLUES FOOD CORP,billy blues food
WATERMARC FOOD MANAGEMENT CO,watermarc food management
STERIS CORP,steris
STERIS PLC NEW,steris new
21ST CENTURY DISTRIBUTION CORP,st century distribution
CANNON PICTURES INC,cannon pictures
CURRENT TECHNOLOGY CORP,current technology
RIVAL CO,rival
QUANTUM RESTAURANT GROUP INC,quantum restaurant
MORTONS RESTAURANT GROUP INC,mortons restaurant
SALEM SPORTSWEAR CORP,salem sportswear
UNITED STATES PAGING CORP,united states paging
HALLWOOD CONSOLIDATED RES CORP,hallwood consolidated res
TODAYS MAN INC,todays man
202 DATA SYS INC,data sys
BED BATH & BEYOND INC,bed bath beyond
CREDIT ACCEPTANCE CORP,credit acceptance
KRONOS INC,kronos
NETWORK COMPUTING DEVICES INC,network computing devices
REHABCLINICS INC,rehabclinics
ADVANCED FINANCIAL INC,advanced financial
II MORROW INC,ii morrow
ARROW INTERNATIONAL INC,arrow international
EXPRESS SCRIPTS INC,express scripts
FINISH LINE INC,finish line
UNIVERSAL HOSPITAL SERVICES INC,universal hospital services
WHOLESOME AND HEARTY FOODS INC,wholesome and hearty foods
GARDENBURGER INC,gardenburger
INTRAMED LABORATORIES INC,intramed laboratories
NYER MEDICAL GROUP INC,nyer medical
TERMINAL EQUIP CORP,terminal equip
TYCOM CORP,tycom
LASER VIDEO NETWORK INC,laser video network
UC TELEVISION NETWORK CORP,uc television network
COLLEGE TELEVISION NETWORK INC,college television network
EQUITRAC CORP,equitrac
TOUCHSTONE APPLIED SCI ASSOC INC,touchstone applied sci assoc
BROADWAY & SEYMOR INC,broadway seymor
ELITE INFORMATION GROUP INC,elite information
COLUMBIA BANKING SYSTEM INC,columbia banking system
TOPRO INC,topro
TAVA TECHNOLOGIES INC,tava technologies
TYLAN CORP,tylan
BIO IMAGING TECHNOLOGIES INC,bio imaging technologies
BIOCLINICA INC,bioclinica
CROSSCOMM CORP,crosscomm
HAMPSHIRE GROUP LTD,hampshire
CONE MILLS CORP NC,cone mills nc
EMERGING MARKETS TELECOM FUND IN,emerging markets telecom in
HYPERION 1999 TERM TRUST INC,hyperion term trust
LATIN AMERICAN DISCOVERY FD INC,latin american discovery fd
NUVEEN INSU CA SEL TF INC PORT,nuveen insu ca sel tf port
NUVEEN INSU NY SELE TF INC PORT,nuveen insu ny sele tf port
PUTNAM TAX FREE HEALTH CARE FUND,putnam tax free health care
RIVERWOOD INTERNATIONAL CORP,riverwood international
SOUTHWEST BANCSHARES INC DEL,southwest bancshares del
TAPISTRON INTERNATIONAL INC,tapistron international
WINTHROP RESOURCES CORP,winthrop resources
ENERGY RESEARCH CORP NY,energy research ny
FUELCELL ENERGY INC,fuelcell energy
URETHANE TECHNOLOGIES INC,urethane technologies
CHOLESTECH CORP,cholestech
STARBUCKS CORP,starbucks
TYREX OIL CO,tyrex oil
WESTCO BANCORP INC,westco bancorp
AUTHENTIC FITNESS CORP,authentic fitness
HAFSLUND NYCOMED AS,hafslund nycomed as
ULTRAMAR CORP,ultramar
ULTRAMAR DIAMOND SHAMROCK CORP,ultramar diamond shamrock
MICROTOUCH SYSTEMS INC,microtouch systems
TYRONE HYDRAULICS INC,tyrone hydraulics
PACIFICARE HEALTH SYSTEMS INC,pacificare health systems
PACIFICARE HEALTH SYS INC DEL,pacificare health sys del
SPACELABS MEDICAL INC,spacelabs medical
REGENCY HEALTH SERVICES INC,regency health services
HOOK SUPERX INC,hook superx
ARMENO RESOURCES INC,armeno resources
DUSTY MAC MINES LTD,dusty mac mines
INTERNATIONAL DUSTY MAC ENTPS LT,international dusty mac entps lt
DUSTY MAC OIL & GAS LTD,dusty mac oil gas
TRANSGLOBE ENERGY CORP,transglobe energy
TYSON FOODS INC,tyson foods
RUSKIN DEVELOPMENTS LTD,ruskin developments
CONSOLIDATED RUSKIN DEVS LTD,consolidated ruskin devs
LEISUREWAYS MARKETING LTD,leisureways marketing
METHANEX CORP,methanex
KWIK PRODUCTS INTERNATIONAL CORP,kwik products international
TREND VISION TECHNOLOGIES INC,trend vision technologies
NETFRAME SYSTEMS INC,netframe systems
AUTOMOTIVE INDUSTRIES HLDG INC,automotive industries hldg
ALLIED CAPITAL COMMERCIAL CORP,allied capital commercial
UNIBRAZE CORP,unibraze
CANTAB PHARMACEUTICALS,cantab pharmaceuticals
DATA RESEARCH ASSOCIATES INC,data research associates
FIRSTFED BANCSHARES INC,firstfed bancshares
COVEST BANCSHARES INC,covest bancshares
BRITISH BIO TECHNOLOGY GROUP,british bio technology
BRITISH BIOTECH PLC,british biotech
VERNALIS PLC,vernalis
BOSTON PACIFIC MEDICAL INC,boston pacific medical
SMALLS OILFIELD SERVICES CORP,smalls oilfield services
SUPERIOR ENERGY SERVICES INC,superior energy services
HINSDALE FINANCIAL CORP,hinsdale financial
ALLIANCE BANCORP INC,alliance bancorp
MIDWEST FEDERAL FINANCIAL CORP,midwest federal financial
ALLIED BANK CAPITAL INC,allied bank capital
MATRITECH INC,matritech
PRAXAIR INC,praxair
BRADLEES INC,bradlees
GENERAL CABLE CORP DEL,general cable del
ARGUS PHARMACEUTICALS INC,argus pharmaceuticals
ARONEX PHARMACEUTICALS INC,aronex pharmaceuticals
ELECTRONIC INFORMATION SYS INC,electronic information sys
FIRST SAVINGS BANK,first savings bank
FIRST SOURCE BANCORP,first source bancorp
FIRST SENTINEL BANCORP INC,first sentinel bancorp
CHINA FUND INC,china
NORTH AMERICAN MORTGAGE CO,north american mortgage
FIRST FEDERAL SVGS BK SIOUXLAND,first federal svgs bk siouxland
FIRST FEDERAL BANKSHARES INC DEL,first federal bankshares del
FIRST COLORADO BANCORP INC,first colorado bancorp
CENTRAL GARDEN & PET CO,central garden pet
AMPEX CORP DEL,ampex del
MUTUAL SAVINGS BANK FSB,mutual savings bank fsb
ANCHOR BANCORP WISCONSIN INC,anchor bancorp wisconsin
EAGLE HARDWARE & GARDEN INC,eagle hardware garden
ENCORE WIRE CORP,encore wire
MEDRAD INC,medrad
ZOLL MEDICAL CORP,zoll medical
STRATUS PROPERTIES INC,stratus properties
STRATUS PROPERTIES INC NEW,stratus properties new
MICHIGAN FINANCIAL CORP,michigan financial
STERLING WEST BANCORP,sterling west bancorp
STRATACOM INC,stratacom
FIRST PACIFIC NETWORKS INC,first pacific networks
PYXIS CORP,pyxis
MEGAFOODS STORES INC,megafoods stores
PENNICHUCK CORP,pennichuck
AUSTINS INTERNATIONAL INC,austins international
LATIN AMERICA DOLLAR INC FUND,latin america dollar
SCUDDER GLOBAL HIGH INC FND INC,scudder global high fnd
DEUTSCHE GLOBAL HIGH INC FD INC,deutsche global high fd
MUNIYIELD NEW YORK INSURED FD II,muniyield new york insured fd ii
MUNIYIELD QUALITY FUND INC,muniyield quality
BLACKROCK MUNIYIELD QUALITY FUND,blackrock muniyield quality
NUVEEN SEL TAX FREE INC PORT 3,nuveen sel tax free port
PATRIOT GLOBAL DIVIDEND FUND,patriot global dividend
HANCOCK JOHN PATRIOT GLOB DIV FD,hancock john patriot glob div fd
GLOBAL SPILL MANAGEMENT CO,global spill management
SUNRISE ENERGY SERVICES INC,sunrise energy services
EQUITABLE COS INC,equitable cos
GREATER CHINA FUND INC,greater china
ABERDEEN GREATER CHINA FUND INC,aberdeen greater china
JARDINE FLEMING CHINA REGION FD,jardine fleming china region fd
JPMORGAN CHINA REGION FUND INC,jpmorgan china region
MANAGED MUNICIPALS PORTFOLIO INC,managed municipals portfolio
WESTERN ASSET MANAGED MUNIS FUND,western asset managed munis
SPECTRUM SIGNAL PROCESSING INC,spectrum signal processing
COLUMBUS ENERGY CORP,columbus energy
SMITH BARNEY MUNICIPAL FUND INC,smith barney municipal
ENRON LIQUIDS PIPELINE LP,enron liquids pipeline lp
KINDER MORGAN ENERGY PARTNERS LP,kinder morgan energy partners lp
FLEET MORTGAGE GROUP INC,fleet mortgage
AMERICAN STRATEGIC INCOME PT II,american strategic income pt ii
ANSONIA DERBY WATER CO,ansonia derby water
BIRMINGHAM UTILITIES INC,birmingham utilities
SUNBEAM OSTER CO INC,sunbeam oster
SUNBEAM CORP,sunbeam
HI TECH PHARMACAL CO INC,hi tech pharmacal
MEDIC COMPUTER SYSTEMS INC,medic computer systems
PEAK TECHNOLOGIES GROUP INC,peak technologies
UNITED SERVICES LIFE INS CO,united services life ins
CENIT BANCORP INC,cenit bancorp
ARBOR NATIONAL HOLDINGS INC,arbor national
BANYAN SYSTEMS INC,banyan systems
EPRESENCE INC,epresence
KENNEDY WILSON INC,kennedy wilson
MANAGED HEALTH BENEFITS CORP,managed health benefits
AVITAR INC NEW,avitar new
ONGARD SYSTEMS INC,ongard systems
3NET SYSTEMS INC,net systems
TOPS APPLIANCE CITY INC,tops appliance city
ENVIROGEN INC,envirogen
FUNCO INC,funco
VALUE ADDED COMMUNICATIONS INC,value added communications
BLUE CHIP COMPUTERWARE INC,blue chip computerware
BESTOP INC,bestop
MODAMI SERVICES INC,modami services
APPLETREE INC,appletree
PRECISION SYSTEMS INC,precision systems
INTEGRATED PROCESS EQUIP CORP,integrated process equip
AMERICAN RESIDENTIAL HDGS CORP,american residential hdgs
MAGELLAN HEALTH SERVICES INC,magellan health services
INTERCO INC NEW,interco new
FURNITURE BRANDS INTL INC,furniture brands intl
AMERICAN MEDICAL RESPONSE INC,american medical response
OMEGA HEALTHCARE INVESTORS INC,omega healthcare investors
TADIRAN LTD,tadiran
COMPUTERVISION CORP NEW,computervision new
JAPAN EQUITY FUND INC,japan equity
ABERDEEN JAPAN EQUITY FUND INC,aberdeen japan equity
ABRDN JAPAN EQUITY FUND INC,abrdn japan equity
DANSKIN INC,danskin
LAYNE INC,layne
LAYNE CHRISTENSEN CO,layne christensen
PACO PHARMACEUTICAL SVCS INC NEW,paco pharmaceutical svcs new
ALDEN PRESS CO,alden press
LIFEQUEST MEDICAL INC,lifequest medical
DEXTERITY SURGICAL INC,dexterity surgical
CHINA INSONLINE CORP,china insonline
AMBERS STORES INC,ambers stores
PERCEPTRON INC,perceptron
UNTIED TECHNOLOGY LABS,untied technology labs
TELMED INC,telmed
EVERGREEN INFO TECHS INC,evergreen info techs
PLAYCORE INC,playcore
SERVICO INC FLA,servico fla
LODGIAN INC,lodgian
INDRESCO INC,indresco
GLOBAL INDUSTRIAL TECHS INC,global industrial techs
DISCOUNT AUTO PARTS INC,discount auto parts
TEE COMM ELECTRONICS INC,tee comm electronics
PRIME HOSPITALITY CORP,prime hospitality
CONTROL DATA SYSTEMS INC,control data systems
MEDICAL RESOURCES INC,medical resources
UINTAH ENERGY CORP,uintah energy
NEVADA ENERGY COMPANY INC,nevada energy company
UNITED FINANCIAL BANCORP INC,united financial bancorp
MIZNER 1ST UNITED BANCORP,mizner st united bancorp
1ST UNITED BANCORP,st united bancorp
INTELLIGENT SURGICAL LASERS INC,intelligent surgical lasers
ESCALON MEDICAL CORP,escalon medical
ULTRAK INC,ultrak
AMERICAN BUILDING CONTROL INC,american building control
MDI INC,mdi
EQUUS INVESTMENTS INC,equus investments
EQUUS II INC,equus ii
EQUUS TOTAL RETURN INC,equus total return
MEDICAL CARE AMERICA INC,medical care america
CASINO AMERICA INC,casino america
ISLE OF CAPRI CASINOS INC,isle of capri casinos
CASCADE SAVINGS BANK FSB,cascade savings bank fsb
CASCADE FINANCIAL CORP,cascade financial
SPORTS & RECREATION INC,sports recreation
JUMBOSPORTS INC,jumbosports
AMERICAN STUDIOS INC,american studios
CHEESECAKE FACTORY INC,cheesecake factory
REXENE CORP NEW,rexene new
BLACKROCK CA INS MUN 2008 TM TR,blackrock ca ins mun tm tr
ULTRA BANCORPORATION,ultra bancorporation
BLACKROCK FLA INS MUN 2008 TM TR,blackrock fla ins mun tm tr
BLACKROCK INSURED MUN 2008 TM TR,blackrock insured mun tm tr
BLACKROCK NY INS MUN 2008 TM TR,blackrock ny ins mun tm tr
NUVEEN SELECT MATURITIES MUN FD,nuveen select maturities mun fd
AMERICAN INSURANCE GROUP INC,american insurance
PACE AMERICAN GROUP,pace american
LIFE MEDICAL SCIENCES INC,life medical sciences
ULTRASYSTEMS INC,ultrasystems
COMPUTER CONCEPTS CORP,computer concepts
DIRECT INSITE CORP,direct insite
DIRECT INSITE CORP NEW,direct insite new
FIRST FEDERAL BANCORP INC,first federal bancorp
ON ASSIGNMENT INC,on assignment
ASGN INC,asgn
LITTELFUSE INC,littelfuse
NETRIX CORP,netrix
NX NETWORKS INC,nx networks
BANCO LATINOAMERICANO DE EXP SA,banco latinoamericano de exp
INCOME OPPORTUNITIES FUND 1999,income opportunities
INTERCAPITAL QUALITY MUN INC TR,intercapital quality mun tr
JOHN ALDEN FINANCIAL CORP,john alden financial
MUNIYIELD QUALITY FUND II INC,muniyield quality ii
BLACKROCK MUNIYIELD QLTY FUND II,blackrock muniyield qlty ii
TOMMY HILFIGER CORP,tommy hilfiger
DEWOLFE COMPANIES INC,dewolfe companies
HEART LABS OF AMERICA INC,heart labs of america
MEDICAL INDS OF AMERICA INC,medical inds of america
CYBER CARE INC,cyber care
CYBERCARE INC,cybercare
UNIVERSAL STANDARD MED LABS INC,universal standard med labs
UNIVERSAL STANDARD HEALTHCARE,universal standard healthcare
PRISM GROUP INC,prism
UNDERWRITERS INVESTMENT CORP,underwriters investment
UNGERMANN BASS INC,ungermann bass
ARGENT BANK LA,argent bank la
UNIROYAL TECHNOLOGY CORP,uniroyal technology
SEARS BK & TR CO CHICAGO ILL,sears bk tr chicago ill
MIDLAND BANCORP INC,midland bancorp
UNIBANCORP INC,unibancorp
CARAUSTAR INDUSTRIES INC,caraustar industries
JUST TOYS INC,just toys
NU KOTE HOLDING INC,nu kote
ALPINE MEADOWS OF TAHOE INC,alpine meadows of tahoe
ELECTRONICS FOR IMAGING INC,electronics for imaging
PLAZA HOME MORTGAGE CORP,plaza home mortgage
UNICO AMERICAN CORP,unico american
FIRSTROCK BANCORP INC,firstrock bancorp
CAPITAL ACQUISITIONS INC,capital acquisitions
CAPITAL BRANDS INC,capital brands
COMPSCRIPT INC,compscript
MCAFEE ASSOCIATES INC,mcafee associates
NETWORKS ASSOCIATES INC,networks associates
MICROTEK MEDICAL INC,microtek medical
SPORTMART INC,sportmart
DATA RACE INC,data race
FED ONE SAVINGS BANK FSB,fed one savings bank fsb
FED ONE BANCORP INC,fed one bancorp
UNICOA CORP,unicoa
INTEGRAMED AMERICA INC,integramed america
TODHUNTER INTERNATIONAL INC DE,todhunter international de
CRUZAN INTERNATIONAL INC,cruzan international
COPLEY PHARMACEUTICAL INC,copley pharmaceutical
MID IOWA FINANCIAL CORP,mid iowa financial
ALPHA BETA TECHNOLOGY INC,alpha beta technology
FRITZ COMPANIES INC,fritz companies
TACO CABANA INC,taco cabana
BROOKTROUT TECHNOLOGY INC,brooktrout technology
BROOKTROUT INC,brooktrout
BRILLIANCE CHINA AUTO HLDGS LTD,brilliance china auto hldgs
MANAGED MUNI PORTFOLIO II INC,managed muni portfolio ii
VAN KAMPEN MER ADV MUNI INC TR,van kampen mer adv muni tr
VAN KAMPEN AM CAP ADV MUN INC TR,van kampen am cap adv mun tr
VAN KAMPEN ADVANTAGE MUNI INC TR,van kampen advantage muni tr
VAN KAMPEN MER ADV PA MUNI INC,van kampen mer adv pa muni
VAN KAMPEN ADVAN PA MUNI INC TR,van kampen advan pa muni tr
HEALTH IMAGE MEDIA INC,health image media
KEMET CORP,kemet
TRINITY BIOTECH PLC,trinity biotech
VOICE POWERED TECH INTL INC,voice powered tech intl
VERTEX ENERGY INC,vertex energy
FIRST FAMILY BANK FSB FL,first family bank fsb fl
FIRST FAMILY FINANCIAL CORP,first family financial
HOME SAVINGS BANK FSB FL,home savings bank fsb fl
HOME FINANCIAL CORP DEL FL,home financial del fl
IMAGEAMERICA INC,imageamerica
MEDALLIANCE INC,medalliance
PHYSICIANS CLINICAL LAB INC,physicians clinical lab
PLATINUM SOFTWARE CORP,platinum software
EPICOR SOFTWARE CORP,epicor software
ACORDIA INC,acordia
EMERGING MARKETS INCOME FUNDS IN,emerging markets income funds in
SALOMON BROTHERS EMERGING MKT FD,salomon brothers emerging mkt fd
WESTERN ASSET EMERG MKTS INC FD,western asset emerg mkts fd
FIRST ISRAEL FUND INC,first israel
ABERDEEN ISRAEL FUND INC,aberdeen israel
MINERALS TECHNOLOGIES INC,minerals technologies
NUVEEN PREMIUM INCOME MUN FD 3,nuveen premium income mun fd
NUVEEN SELECT MATS MUN FD 2,nuveen select mats mun fd
CONSUMER PORTFOLIO SVCS INC,consumer portfolio svcs
BOOMTOWN INC,boomtown
CITATION COMPUTER SYSTEMS INC,citation computer systems
CASINO MAGIC CORP,casino magic
CENTRAL MORTGAGE BANCSHARES INC,central mortgage bancshares
FUTURE HEALTHCARE INC,future healthcare
NEW WORLD POWER CORP,new world power
NEW WORLD POWER CORP NEW,new world power new
PEACHTREE FIBEROPTICS INC,peachtree fiberoptics
WALTER JIM INVESTORS,walter jim investors
WALTER REALTY INVESTORS,walter realty investors
RESPONSE USA INC,response usa
ENVIRONMENTAL TECH USA INC,environmental tech usa
HA LO INDUSTRIES INC,ha lo industries
PATTERSON DENTAL CO,patterson dental
PATTERSON COMPANIES INC,patterson companies
GROWTH FINANCIAL CORP,growth financial
UNIFAST INDUSTRIES INC,unifast industries
ALLIANCE WORLD DOLLAR GOVT FD IN,alliance world dollar govt fd in
RADIAN GROUP INC,radian
LIFE RE CORP,life re
PAINEWEBBER PRE TX FR INC FD INC,painewebber pre tx fr fd
INVESTMENT GRADE MUN INC FD,investment grade mun fd
RE ROTTLUND CO INC,re rottlund
ROTTLUND CO,rottlund
MICROTEST INC,microtest
UNIFI INC,unifi
MAGNA INTERNATIONAL INC,magna international
CITIZENS NATIONAL CORP,citizens national
CYPROS PHARMACEUTICAL CORP,cypros pharmaceutical
QUESTCOR PHARMACEUTICALS INC,questcor pharmaceuticals
DIAL PAGE INC,dial page
RIMAGE CORP,rimage
QUMU CORP,qumu
GOTHAM APPAREL CORP,gotham apparel
MUNIYIELD CA INSURED FD II INC,muniyield ca insured fd ii
BLACKROCK MUNIYIELD CA INSD FUND,blackrock muniyield ca insd
BLACKROCK MUNIYLD CA QLTY FD INC,blackrock muniyld ca qlty fd
MUNIYIELD FLORIDA INSURED FUND,muniyield florida insured
BLACKROCK MUNIYIELD FL INSD FUND,blackrock muniyield fl insd
BLACKROCK MUNIYIELD INSUR INV FD,blackrock muniyield insur inv fd
BLACKROCK MUNIYLD INVT QLTY FD,blackrock muniyld invt qlty fd
MUNIYIELD INSURED FUND II INC,muniyield insured ii
MUNIYIELD MICHIGAN INSD FD INC,muniyield michigan insd fd
BLACKROCK MUNIYIELD MI INS FD IN,blackrock muniyield mi ins fd in
BLACKROCK MUNIYLD MI QLTY FD INC,blackrock muniyld mi qlty fd
MUNIYIELD NEW JERSEY INSU FD INC,muniyield new jersey insu fd
BLACKROCK MUNIYIELD NJ INSD FUND,blackrock muniyield nj insd
BLACKROCK MUNIYLD NJ QLTY FD INC,blackrock muniyld nj qlty fd
MUNIYIELD PENNSYLVANIA FUND INC,muniyield pennsylvania
MUNIYIELD PENNSYLVANIA INSD FD,muniyield pennsylvania insd fd
BLACKROCK MUNIYIELD PENN INSD FD,blackrock muniyield penn insd fd
BLACKROCK MUNIYIELD PENN QLTY FD,blackrock muniyield penn qlty fd
ZOLTEK COMPANIES INC,zoltek companies
BROADWAY STORES INC,broadway stores
LATEX RESOURCES INC,latex resources
RAILAMERICA INC,railamerica
NEOPROBE CORP,neoprobe
NAVIDEA BIOPHARMACEUTICALS INC,navidea biopharmaceuticals
VALLEY BANCORP INC,valley bancorp
STANLEY FURNITURE COMPANY INC,stanley furniture company
STANLEY FURNITURE CO NEW,stanley furniture new
CLUCKERS WOOD ROASTED CHICKN INC,cluckers wood roasted chickn
FOODQUEST INC,foodquest
MEDIA VISION INC,media vision
MEDIA VISION TECHNOLOGY INC,media vision technology
LASER MEDICAL TECHNOLOGY INC,laser medical technology
BIOLASE TECHNOLOGY INC,biolase technology
BIOLASE INC,biolase
MIDWEST BANCSHARES INC,midwest bancshares
SATCON TECHNOLOGY CORP,satcon technology
BREED TECHNOLOGIES INC,breed technologies
KRANZCO REALTY TRUST,kranzco realty trust
THERMO FIBERTEK INC,thermo fibertek
KADANT INC,kadant
AMERICAN WHITE CROSS INC,american white cross
UNIFLEX INC,uniflex
LIGAND PHARMACEUTICALS INC,ligand pharmaceuticals
SPORT CHALET INC,sport chalet
PEOPLESOFT INC,peoplesoft
AMERICAN MUNICIPAL TERM TR III,american municipal term tr iii
MONK AUSTIN INC,monk austin
PUTNAM INVT GRADE MUNI TR II,putnam invt grade muni tr ii
PUTNAM MUNICIPAL BOND FD INC,putnam municipal fd
UNIFLITE INC,uniflite
TAUBMAN CENTERS INC,taubman centers
WELLSFORD RESIDENTIAL PROPTY TR,wellsford residential propty tr
DIVERSIFAX INC,diversifax
GULF RESOURCES INC,gulf resources
DRUG RESEARCH CORP PLC,drug research
