original_name,company_name,average_amount_of_letters,average_amount_of_syllables,abcde,middle,vwxyz,vowel_to_length_ratio,most repetitions,spelling_errors,is_short_name,sound,Englishness,length
LIPID SCIENCES INC ARIZ,lipid sciences ariz,5.666666666666667,2.3333333333333335,0,1,0,0.4117647058823529,4,0.0,0,s205,15.91068611259472,17
NEW WORLD COMPUTER INC,new world computer,5.333333333333333,1.6666666666666667,0,1,0,0.3125,2,0.0,0,c051,10.062496624556982,16
NEW YORK AIRLINES INC,new york airlines,5.0,1.3333333333333333,0,1,0,0.4666666666666667,2,0.0,0,a064,11.568571480298502,15
EASON OIL CO,eason oil,4.0,1.5,1,0,0,0.625,2,0.5,1,e020,5.382761933219833,8
ENERGY EAST CORP,energy east,5.0,2.0,1,0,0,0.5,3,0.0,1,e506,4.631459084621837,10
The New York Times Company,the new york times company,4.4,1.4,0,1,0,0.4090909090909091,3,0.0,0,c051,9.846576601427326,22
NYTRONICS INC,nytronics,9.0,3.0,0,1,0,0.3333333333333333,2,1.0,1,n036,16.236791375521307,9
NEW YORK TIMES CO,new york times,4.0,1.0,0,1,0,0.4166666666666667,2,0.0,0,t050,6.873732546215909,12
NEW YORKER MAGAZINE INC,new yorker magazine,5.666666666666667,2.0,0,1,0,0.4705882352941176,3,0.0,0,m020,13.555581376088126,17
NEWELL COMPANIES INC,newell companies,7.5,2.5,0,1,0,0.4,3,0.0,1,c051,18.134027218539934,15
NEWELL CO,newell,6.0,2.0,0,1,0,0.3333333333333333,2,0.0,1,n040,5.983849867377894,6
NEWELL RUBBERMAID INC,newell rubbermaid,8.0,2.5,0,1,0,0.375,3,0.0,1,r010,20.25143385495317,16
Newhall Land & Farming Co (The) LP,newhall land farminglp,6.666666666666667,1.6666666666666667,0,1,0,0.25,4,0.3333333333333333,0,f065,25.106901021065525,20
NEWELL BRANDS INC,newell brands,6.0,1.5,0,1,0,0.25,2,0.0,1,n040,9.864513464612036,12
NEWHALL LAND & FARMING CO,newhall land farming,6.0,1.6666666666666667,0,1,0,0.2777777777777778,3,0.0,0,n040,12.478566050402794,18
NEWHALL LAND & FARMING CO CAL,newhall land farming cal,5.25,1.5,0,1,0,0.2857142857142857,4,0.0,0,n040,6.113754610212861,21
Newmont Corporation,newmont,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,n050,10.168727127954314,7
NEWMONT MINING CORP,newmont mining,6.5,2.0,0,1,0,0.3076923076923077,4,0.5,1,n050,11.017595149703052,13
NEWMONT GOLDCORP CORP,newmont goldcorp,7.5,2.0,0,1,0,0.2666666666666666,3,1.0,1,g043,24.79515274817478,15
NEWPORT ELECTRONICS INC,newport electronics,9.0,3.0,0,1,0,0.3333333333333333,3,0.0,1,e402,24.355322315671792,18
SYSTEM INDUSTRIES INC,system industries,8.0,2.5,0,1,0,0.375,4,0.0,1,i530,21.99343706928684,16
NIAGARA MOHAWK POWER CORP,niagara mohawk power,6.0,2.3333333333333335,0,1,0,0.4444444444444444,4,0.0,0,n020,18.96219197136206,18
Northwestern Financial Corp,northwestern financial,10.5,3.0,0,1,0,0.3333333333333333,4,0.0,1,n063,29.549457682632045,21
NIAGARA MOHAWK HOLDINGS INC,niagara mohawk,6.5,2.5,0,1,0,0.4615384615384615,4,0.0,1,n020,17.913091946537048,13
NICO INC,nico,4.0,2.0,0,1,0,0.5,1,0.0,1,n020,2.9239149276260736,4
NIKE Inc,nike,4.0,2.0,0,1,0,0.5,1,0.0,1,n020,0.8384739720958883,4
NOBILITY HOMES INC,nobility homes,6.5,2.5,0,1,0,0.4615384615384615,2,0.0,1,n010,5.7635453904424825,13
NOBLE AFFILIATES INC,noble affiliates,7.5,3.0,0,1,0,0.4666666666666667,2,0.0,1,a104,11.981823915423837,15
NOBLE ENERGY INC,noble energy,5.5,2.5,0,1,0,0.4545454545454545,3,0.0,1,e506,3.6073961193184183,11
NOBLE ROMANS INC,noble romans,5.5,2.0,0,1,0,0.3636363636363636,2,0.0,1,r050,4.4427315910079335,11
NOEL INDUSTRIES INC,noel industries,7.0,2.5,0,1,0,0.4285714285714285,2,0.0,1,i530,15.84083431379674,14
NOLAND CO,noland,6.0,2.0,0,1,0,0.3333333333333333,2,0.0,1,n040,3.901982615919645,6
NORDSON CORP,nordson,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,n063,6.844123448338603,7
Nordstrom Inc.,nordstrom,9.0,2.0,0,1,0,0.2222222222222222,2,0.0,1,n063,11.732366284326789,9
NORPAC EXPLORATION SERVICES INC,norpac exploration services,8.333333333333334,3.0,0,1,0,0.4,3,0.3333333333333333,0,e214,27.213060864174047,25
Norfolk Southern Corp,norfolk southern,7.5,2.0,0,1,0,0.3333333333333333,3,0.0,1,s030,20.0987968530423,15
NATIONAL STARCH & CHEM CORP,national starch chem,6.0,1.6666666666666667,0,1,0,0.3333333333333333,3,0.0,0,n030,5.723651038646812,18
NORRIS OIL CO,norris oil,4.5,1.5,0,1,0,0.4444444444444444,2,0.0,1,n060,5.2391479913388626,9
NORSTAN INC,norstan,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,n062,6.325787190124415,7
NATIONAL CASH REGISTER CO,national cash register,6.666666666666667,2.3333333333333335,0,1,0,0.4,3,0.0,0,n030,6.5112495791727385,20
NORTH AMERICAN COAL CORP,north american coal,5.666666666666667,2.0,0,1,0,0.4117647058823529,3,0.0,0,a506,6.324755915139548,17
NACCO INDUSTRIES INC,nacco industries,7.5,2.5,0,1,0,0.4,2,0.5,1,i530,19.94176381312632,15
NORTH AMERICAN HOLDING CORP,north american,6.5,2.5,0,1,0,0.3846153846153846,2,0.0,1,a506,7.795380786646138,13
Movado Group Inc,movado,6.0,3.0,0,1,0,0.5,2,1.0,1,m010,9.147169169512232,6
NiSource Inc,nisource,8.0,2.0,0,1,0,0.5,1,1.0,1,n020,12.32658332779249,8
NORTH CENTRAL LABS INC,north central labs,5.333333333333333,1.3333333333333333,0,1,0,0.25,2,0.0,0,c053,8.406696339998893,16
North European Oil Royalty Trust,north european oil royalty trust,5.6,2.0,0,1,0,0.4642857142857143,4,0.0,0,e060,21.747714224386517,28
NORTH EUROPEAN OIL RTY TR,north european oil rty tr,4.2,1.6,0,1,0,0.4285714285714285,4,0.2,0,e060,23.419958877658857,21
NORTH HILLS ELECTR INC,north hills electr,5.333333333333333,1.3333333333333333,0,1,0,0.25,3,0.0,0,e402,16.447834743802975,16
NORTH LILY MNG CO,north lily mng,4.0,1.3333333333333333,0,1,0,0.25,2,0.3333333333333333,0,n063,6.044402071388231,12
NORTH LILY MINING CO,north lily mining,5.0,1.6666666666666667,0,1,0,0.3333333333333333,3,0.0,0,m050,2.774446459114215,15
NETWORKED PICTURE SYSTEMS INC,networked picture systems,7.666666666666667,2.0,0,1,0,0.3478260869565217,4,0.0,0,n030,29.201060946121643,23
NORTH PITTSBURGH SYSTEMS INC,north pittsburgh systems,7.333333333333333,1.6666666666666667,0,1,0,0.2272727272727272,4,0.0,0,p032,35.100280728205085,22
NORTH WEST TELECOMMUNICATIONS,north west telecommunications,9.0,3.0,0,1,0,0.3703703703703703,4,0.0,0,t040,31.13278644549383,27
Northeast Bancorp,northeast bancorp,8.0,2.0,0,1,0,0.3125,2,0.5,1,n063,15.044006533861516,16
EASTERN STAINLESS STL CORP,eastern stainless stl,6.333333333333333,1.6666666666666667,1,0,0,0.3157894736842105,5,0.0,0,s305,16.228022342843815,19
EASCO CORP,easco,5.0,2.0,1,0,0,0.6,1,1.0,1,e020,6.211031294158835,5
Terex Corp,terex,5.0,2.0,0,1,0,0.4,2,1.0,1,t060,4.5205301103453275,5
ENERGYSOLUTIONS INC,energysolutions,15.0,6.0,1,0,0,0.4666666666666667,2,1.0,1,e506,30.709705274529835,15
EVERSOURCE ENERGY,eversource energy,8.0,3.0,1,0,0,0.5,5,0.5,1,e106,19.653811089066764,16
NORTHERN INDIANA PUBLIC SVC CO,northern indiana public svc,6.0,2.25,0,1,0,0.3333333333333333,4,0.0,0,n063,20.173983995999123,24
Xcel Energy Inc.,xcel energy,5.0,2.0,0,0,1,0.4,3,0.5,1,e506,18.072749831322625,10
EXCEL REALTY TRUST INC,excel realty trust,5.333333333333333,2.0,1,0,0,0.375,3,0.0,0,r043,5.528897555248939,16
Northwest Natural Holding Co,northwest natural,8.0,2.5,0,1,0,0.3125,3,0.0,1,n063,17.40397190858281,16
NORTHERN TRUST CORP,northern trust,6.5,1.5,0,1,0,0.2307692307692307,3,0.0,1,n063,7.392517586318851,13
Outlet Co,outlet,6.0,2.0,0,1,0,0.5,2,0.0,1,o034,5.278814495956924,6
NORTHROP CORP,northrop,8.0,2.0,0,1,0,0.25,2,0.0,1,n063,7.489337438016339,8
NORTHROP GRUMMAN CORP,northrop grumman,7.5,2.0,0,1,0,0.2666666666666666,3,0.0,1,n063,13.271487268607356,15
Reliastar Financial Corp,reliastar financial,9.0,3.0,0,1,0,0.4444444444444444,4,0.5,1,r040,20.876091015016954,18
TEREX CORP NEW,terex new,4.0,1.5,0,1,0,0.375,3,0.5,1,t060,4.4493611049672985,8
Northwest Industries,northwest industries,9.5,2.5,0,1,0,0.3157894736842105,3,0.0,1,i530,27.263112984552308,19
Oakridge Energy Inc,oakridge energy,7.0,2.5,0,1,0,0.5,3,0.5,1,o026,19.25093345631428,14
NORTHWEST NATURAL GAS CO,northwest natural gas,6.333333333333333,2.0,0,1,0,0.3157894736842105,3,0.0,0,n063,15.751313336078695,19
NorthWestern Energy Group Inc,northwestern energy,9.0,3.0,0,1,0,0.3333333333333333,4,0.0,1,n063,23.777835397230632,18
Novo Nordisk A/S,novo nordisk,5.5,2.0,0,1,0,0.3636363636363636,3,0.5,1,n063,12.141385027309768,11
NORTHWESTERN CORP,northwestern,12.0,3.0,0,1,0,0.25,2,0.0,1,n063,19.245095782253298,12
NORTHWESTERN STEEL & WIRE CO,northwestern steel wire,7.0,2.0,0,1,0,0.3333333333333333,5,0.0,0,n063,23.227789067033637,21
NORWESCO INC,norwesco,8.0,3.0,0,1,0,0.375,2,1.0,1,n060,14.475512837368232,8
WELLS FARGO & CO NEW,wells fargo new,4.333333333333333,1.3333333333333333,0,0,1,0.3076923076923077,2,0.0,0,w042,9.34662382255721,13
NOVA CORP NEW ALTA,nova new alta,3.6666666666666665,1.6666666666666667,0,1,0,0.4545454545454545,3,0.0,0,n010,3.4077326419277862,11
NOVA CHEMICALS CORP,nova chemicals,6.5,2.5,0,1,0,0.3846153846153846,2,0.0,1,c050,10.715845462908993,13
UNITED STATES FILTER CORP NEW,united states filter new,5.25,1.75,0,1,0,0.3809523809523809,4,0.0,0,u503,6.838793350024097,21
NOVAR ELECTRONICS CORP,novar electronics,8.0,3.0,0,1,0,0.375,2,0.5,1,e402,16.523625734881687,16
NU HORIZONS ELECTRS CORP,nu horizons electrs,5.666666666666667,2.0,0,1,0,0.3529411764705882,2,0.3333333333333333,0,h060,24.799846418677987,17
NOVUS PROPERTIES CO,novus properties,7.5,2.5,0,1,0,0.4,2,0.0,1,p601,16.512764028641335,15
NUCLEAR PHARMACY INC,nuclear pharmacy,7.5,3.0,0,1,0,0.4,3,0.0,1,p065,17.117341790396182,15
Nucor Corp,nucor,5.0,2.0,0,1,0,0.4,1,1.0,1,n020,3.53097165404209,5
NUCLEAR CORP AMER,nuclear amer,5.5,2.5,0,1,0,0.4545454545454545,2,0.0,1,n024,6.651485229418849,11
CNA Surety Corp,cna surety,4.5,2.0,1,0,0,0.4444444444444444,1,0.0,1,s060,5.935940179616621,9
NYNEX CORP,nynex,5.0,2.0,0,1,0,0.4,2,0.0,1,n050,10.840897779244816,5
Marine Transport Corp,marine transport,7.5,2.0,0,1,0,0.3333333333333333,3,0.0,1,t605,10.492710918806091,15
STARMET CORP,starmet,7.0,2.0,0,1,0,0.2857142857142857,2,1.0,1,s306,5.630318904797534,7
NewtekOne Inc,newtekone,9.0,3.0,0,1,0,0.4444444444444444,3,1.0,1,n030,20.589723271947314,9
NEWTEK BUSINESS SERVICES INC,newtek business services,7.333333333333333,2.3333333333333335,0,1,0,0.3636363636363636,5,0.3333333333333333,0,b020,27.89541490867612,22
OAKBROOK CONSOLIDATED INC,oakbrook consolidated,10.0,3.5,0,1,0,0.45,5,0.5,1,c052,29.29567042464216,20
OCCIDENTAL PETROLEUM CORP,occidental petroleum,9.5,4.0,0,1,0,0.4210526315789473,3,0.0,1,o203,21.060550540504757,19
Occupational Urgent Care Health,occupational urgent care health,7.0,2.25,0,1,0,0.4285714285714285,4,0.0,0,o201,22.04397104126929,28
OCE VAN DER GRINTEN NV,oce van der grinten,4.0,1.25,0,1,0,0.375,3,0.25,0,g605,-4.459897965190393,16
Oceaneering International Inc.,oceaneering international,12.0,4.5,0,1,0,0.5,5,0.5,1,i530,28.050024110577713,24
Ocean Bio-Chem Inc,ocean biochem,6.0,2.5,0,1,0,0.5,2,0.5,1,b020,11.636812433032915,12
OCEAN BIO CHEM INC,ocean bio chem,4.0,1.6666666666666667,0,1,0,0.5,2,0.0,0,o205,2.3305558842400833,12
OCEAN DRILLING & EXPL CO,ocean drilling expl,5.666666666666667,1.6666666666666667,0,1,0,0.3529411764705882,3,0.3333333333333333,0,d604,12.322461311098529,17
OCEANIC EXPLORATION CO,oceanic exploration,9.0,4.0,0,1,0,0.5,3,0.0,1,e214,14.732425456840929,18
Iteris Inc,iteris,6.0,3.0,0,1,0,0.5,2,1.0,1,i306,4.2977482735777945,6
Bristow Group Inc,bristow,7.0,2.0,1,0,0,0.2857142857142857,1,0.0,1,b602,6.56694716586617,7
OGILVY & MATHER INTL INC,ogilvy mather intl,5.333333333333333,2.0,0,1,0,0.375,2,0.0,0,o204,14.242862974513724,16
OGILVY GROUP INC,ogilvy,6.0,3.0,0,1,0,0.5,1,0.0,1,o204,12.251297516444051,6
FirstEnergy Corp.,firstenergy,11.0,4.0,0,1,0,0.3636363636363636,2,1.0,1,f062,18.57517809794644,11
FRIES ENTERTAINMENT INC,fries entertainment,9.0,2.5,0,1,0,0.3888888888888889,4,0.0,1,e530,21.75450120799776,18
Oil-Dri Corp of America,oildri of america,5.0,2.3333333333333335,0,1,0,0.5333333333333333,3,0.3333333333333333,0,a506,14.71809658059745,15
SEALY CORP,sealy,5.0,2.0,0,1,0,0.6,1,0.0,1,s040,2.294132363739667,5
OIL DRI CORP OF AMERICA,oil dri of america,3.75,1.75,0,1,0,0.5333333333333333,3,0.0,0,a506,3.3841055704322685,15
OILGEAR CO,oilgear,7.0,2.0,0,1,0,0.5714285714285714,1,1.0,1,o042,13.704880461118051,7
OKLAHOMA GAS & ELEC CO,oklahoma gas elec,5.0,2.3333333333333335,0,1,0,0.4666666666666667,3,0.0,0,o240,19.024254497204097,15
Olin Corp,olin,4.0,2.0,0,1,0,0.5,1,0.0,1,o405,0.3414397619678566,4
OLD FASHION FOODS INC,old fashion foods,5.0,1.3333333333333333,0,1,0,0.4,4,0.0,0,f020,6.181879977711164,15
OLD STONE CORP,old stone,4.0,1.0,0,1,0,0.375,2,0.0,1,s305,-0.7226662930017778,8
OLGA CO,olga,4.0,2.0,0,1,0,0.5,1,0.0,1,o420,5.1749227929477986,4
OLINKRAFT INC,olinkraft,9.0,3.0,0,1,0,0.3333333333333333,1,1.0,1,o405,14.053417126089274,9
DATA PACKAGING CORP,data packaging,6.5,2.5,1,0,0,0.3846153846153846,4,0.0,1,p020,11.157195196380158,13
DOLCO PACKAGING CORP,dolco packaging,7.0,2.5,1,0,0,0.3571428571428571,2,0.5,1,p020,16.558847629732114,14
OLSTEN CORP,olsten,6.0,2.0,0,1,0,0.3333333333333333,1,1.0,1,o423,8.612134865737044,6
OLYMPIA BREWING CO,olympia brewing,7.0,3.0,0,1,0,0.4285714285714285,2,0.0,1,o405,13.207287201659764,14
OMNICARE INC,omnicare,8.0,3.0,0,1,0,0.5,1,1.0,1,o502,10.075546702022375,8
One Liberty Properties Inc.,one liberty properties,6.666666666666667,2.3333333333333335,0,1,0,0.45,4,0.0,0,p601,18.892204855130572,20
ONEOK Inc,oneok,5.0,3.0,0,1,0,0.6,2,1.0,1,o502,8.620371139381698,5
ONEOK INC NEW,oneok new,4.0,2.0,0,1,0,0.5,2,0.5,1,o502,8.549202134003668,8
ONYX IMI INC,onyx imi,3.5,2.0,0,1,0,0.5714285714285714,2,0.0,1,o502,3.7658517294160423,7
OPTELECOM INC,optelecom,9.0,4.0,0,1,0,0.4444444444444444,2,1.0,1,o130,12.78204212078684,9
OPTICAL COATING LAB INC,optical coating lab,5.666666666666667,2.0,0,1,0,0.4117647058823529,3,0.0,0,o130,4.631390735591293,17
OPTICAL RADIATION CORP,optical radiation,8.0,3.5,0,1,0,0.5,3,0.0,1,r030,8.495911200300267,16
Orbotech Ltd,orbotech,8.0,3.0,0,1,0,0.375,2,1.0,1,o610,13.019475814730487,8
Orbit International Corp,orbit international,9.0,3.5,0,1,0,0.4444444444444444,3,0.0,1,i530,15.43501870843002,18
ORBIT INSTRUMENT CORP,orbit instrument,7.5,2.5,0,1,0,0.3333333333333333,3,0.0,1,i523,14.428190704250266,15
OREGON METALLURGICAL CORP,oregon metallurgical,9.5,4.0,0,1,0,0.4210526315789473,3,0.0,1,m030,19.06076994630416,19
ORION PICTURES CORP,orion pictures,6.5,2.5,0,1,0,0.4615384615384615,2,0.0,1,p023,8.106155336722521,13
ORION RESEARCH INC,orion research,6.5,2.5,0,1,0,0.4615384615384615,3,0.0,1,r020,8.35714560099692,13
OTTER TAIL POWER CO,otter tail power,4.666666666666667,1.6666666666666667,0,1,0,0.4285714285714285,3,0.0,0,o306,2.180880575542193,14
OTTER TAIL CORP,otter tail,4.5,1.5,0,1,0,0.4444444444444444,3,0.0,1,o306,1.1317805507171796,9
Outback Oil & Mineral Exploration,outback oil mineral exploration,7.0,2.5,0,1,0,0.4642857142857143,4,0.0,0,e214,21.526951223522197,28
OUTBACK OIL & MINERAL EXPL CORP,outback oil mineral expl,5.25,1.75,0,1,0,0.4285714285714285,3,0.25,0,o031,16.934083174342074,21
OVERSEAS SHIPHOLDING GROUP INC,overseas shipholding,9.5,3.0,0,1,0,0.3684210526315789,3,0.5,1,s010,19.119517795351673,19
Owens & Minor Inc.,owens minor,5.0,2.0,0,1,0,0.4,2,0.0,1,o052,9.73598621935689,10
American Vaccine Corp,american vaccine,7.5,3.0,1,0,0,0.4666666666666667,3,0.0,1,a506,12.357255371680909,15
OWENS & MINOR INC NEW,owens minor new,4.333333333333333,1.6666666666666667,0,1,0,0.3846153846153846,3,0.0,0,o052,9.66481721397886,13
ORION CAPITAL CORP,orion capital,6.0,3.0,0,1,0,0.5,2,0.0,1,c010,4.472244756834652,12
OWENS CORNING NEW,owens corning new,5.0,1.6666666666666667,0,1,0,0.3333333333333333,4,0.0,0,c065,10.16311810442264,15
OWENS ILLINOIS GLASS CO,owens illinois glass,6.0,2.0,0,1,0,0.3888888888888889,4,0.0,0,i405,17.925011234682696,18
OWENS ILL INC,owens ill,4.0,1.5,0,1,0,0.375,2,0.0,1,o052,6.308022540235216,8
PACCAR Inc,paccar,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,p020,3.8275157905744503,6
Oxford Industries Inc.,oxford industries,8.0,2.5,0,1,0,0.375,2,0.0,1,i530,19.901488735512388,16
P&F Industries Inc,pf industries,6.0,2.0,0,1,0,0.3333333333333333,2,0.0,1,i530,17.4344672210067,12
OXFORD EXPLORATION CO,oxford exploration,8.5,3.0,0,1,0,0.4117647058823529,4,0.0,1,e214,14.181187705931814,17
OXFORD MANUFACTURING INC,oxford manufacturing,9.5,3.5,0,1,0,0.3684210526315789,2,0.0,1,m050,22.80669388354095,19
OZARK AIR LINES INC,ozark air lines,4.333333333333333,1.3333333333333333,0,1,0,0.4615384615384615,2,0.0,0,o206,7.214480127863861,13
OZARK HOLDINGS INC,ozark,5.0,2.0,0,1,0,0.4,1,0.0,1,o206,7.223126511980728,5
PERMANENTE CEMENT CO,permanente cement,8.0,3.0,0,1,0,0.375,5,0.5,1,p065,11.919365736856593,16
PNEUMO CORP,pneumo,6.0,2.0,0,1,0,0.5,1,0.0,1,p505,8.422450782354554,6
PITTSBURGH PLATE GLASS CO,pittsburgh plate glass,6.666666666666667,1.3333333333333333,0,1,0,0.25,3,0.0,0,p032,19.975690539271422,20
Park Aerospace Corp,park aerospace,6.5,2.0,0,1,0,0.4615384615384615,3,0.0,1,a060,10.410531656714252,13
PABST BREWING CO,pabst brewing,6.0,1.5,0,1,0,0.25,2,0.0,1,b605,6.30161437033964,12
PACIFIC GAMBLE ROBINSON CO,pacific gamble robinson,7.0,2.6666666666666665,0,1,0,0.3809523809523809,3,0.0,0,r010,14.97940888706361,21
PACIFIC GAS & ELEC CO,pacific gas elec,4.666666666666667,2.0,0,1,0,0.4285714285714285,3,0.0,0,p020,5.42580454112745,14
NEVADA GOLD & CASINOS INC,nevada gold casinos,5.666666666666667,2.3333333333333335,0,1,0,0.4117647058823529,3,0.0,0,c020,18.298921204979223,17
Sempra,sempra,6.0,2.0,0,1,0,0.3333333333333333,1,1.0,1,s051,4.9168259452297995,6
STA RITE INDS INC,sta rite inds,3.6666666666666665,1.0,0,1,0,0.3636363636363636,2,0.3333333333333333,0,r030,-4.188047014673771,11
SEMPRA ENERGY,sempra energy,6.0,2.5,0,1,0,0.4166666666666667,3,0.5,1,s051,9.449565560207136,12
PACIFIC SILVER CORP,pacific silver,6.5,2.5,0,1,0,0.3846153846153846,3,0.0,1,p020,7.2765607099491,13
PACIFIC TELECOM INC,pacific telecom,7.0,3.0,0,1,0,0.4285714285714285,3,0.5,1,p020,11.08225737113327,14
Zemex Canada Corp,zemex canada,5.5,2.5,0,0,1,0.4545454545454545,3,0.5,1,c050,17.04666784901093,11
ZEMEX CDA CORP,zemex cda,4.0,1.5,0,0,1,0.375,2,0.5,1,z050,16.401215852375156,8
PANCHOS MEXICAN BUFFET INC,panchos mexican buffet,6.666666666666667,2.3333333333333335,0,1,0,0.35,2,0.3333333333333333,0,p052,18.82399684625012,20
HARCOR ENERGY CO,harcor energy,6.0,2.5,0,1,0,0.4166666666666667,3,0.5,1,h062,8.166872796723839,12
PARK ELECTROCHEMICAL CORP,park electrochemical,9.5,3.5,0,1,0,0.3684210526315789,3,0.0,1,e402,15.890860694504283,19
Patrick Industries Inc,patrick industries,8.5,2.5,0,1,0,0.3529411764705882,3,0.0,1,i530,19.446185434074323,17
LASER VISION CENTERS INC,laser vision centers,6.0,2.0,0,1,0,0.3888888888888889,3,0.0,0,c053,8.522020995478503,18
PAR Technology Corp,par technology,6.5,2.5,0,1,0,0.3846153846153846,2,0.0,1,t020,8.041420331112182,13
PRECISION AEROTECH INC,precision aerotech,8.5,3.0,0,1,0,0.4705882352941176,3,0.5,1,p602,20.307676014796773,17
COASTCAST CORP,coastcast,9.0,2.0,1,0,0,0.3333333333333333,2,1.0,1,c023,13.906774475269907,9
3PAR INC,par,3.0,1.0,0,1,0,0.3333333333333333,1,0.0,1,p060,-4.744337153595735,3
PIMCO DYNAMIC INCOME FUND,pimco dynamic income,6.0,2.3333333333333335,0,1,0,0.4444444444444444,3,0.3333333333333333,0,d050,17.996353803558446,18
PARADISE FRUIT INC,paradise fruit,6.5,2.0,0,1,0,0.4615384615384615,2,0.0,1,p060,9.806975189031098,13
PARADISE INC,paradise,8.0,3.0,0,1,0,0.5,2,0.0,1,p060,5.818214311164548,8
PARK COMMUNICATIONS INC,park communications,9.0,3.0,0,1,0,0.3888888888888889,2,0.0,1,c050,15.828464672383385,18
PARK OHIO INDS INC DEL,park ohio inds del,3.75,1.5,0,1,0,0.4,2,0.25,0,p062,2.9718930617838377,15
PARK OHIO INDS INC OH,park ohio inds oh,3.5,1.5,0,1,0,0.4285714285714285,3,0.25,0,p062,7.319275045234432,14
PARK OHIO HOLDINGS CORP,park ohio,4.0,2.0,0,1,0,0.5,2,0.0,1,p062,5.408130633759156,8
Parker-Hannifin Corp,parkerhannifin,14.0,5.0,0,1,0,0.3571428571428571,3,1.0,1,p062,22.450031336454,14
PARKER HANNIFIN CORP,parker hannifin,7.0,2.5,0,1,0,0.3571428571428571,3,0.5,1,h050,9.811544331458949,14
EMS Systems Ltd,ems systems,5.0,1.5,1,0,0,0.3,4,0.0,1,s023,13.491389268595205,10
Pasquale Foods Co,pasquale foods,6.5,2.0,0,1,0,0.4615384615384615,2,0.0,1,p020,9.51677079454396,13
PASQUALE FOOD INC,pasquale food,6.0,2.0,0,1,0,0.5,2,0.0,1,p020,5.378528033051383,12
PATHFINDER PETROLEUM CORP,pathfinder petroleum,9.5,3.5,0,1,0,0.3684210526315789,3,0.0,1,p030,23.248819880453237,19
PATLEX CORP,patlex,6.0,2.0,0,1,0,0.3333333333333333,1,1.0,1,p034,7.216250883215617,6
PATLEX CORP NEW,patlex new,4.5,1.5,0,1,0,0.3333333333333333,2,0.5,1,p034,7.145081877837588,9
Pato Cons Gold Dredging Ltd,pato cons gold dredging,5.0,1.5,0,1,0,0.3,3,0.0,0,d603,8.189442430246661,20
PATO CONSOLIDATED GD DRDG LTD BC,pato consolidated gd drdg bc,4.8,2.0,0,1,0,0.2916666666666667,5,0.2,0,c052,44.51614309029872,24
PATO CONSOLIDATED GD DRDG LTD BE,pato consolidated gd drdg be,4.8,2.0,0,1,0,0.3333333333333333,5,0.2,0,c052,35.19471148188242,24
PPT Vision Inc,ppt vision,4.5,1.5,0,1,0,0.3333333333333333,2,0.0,1,v020,19.661930528207353,9
Goodrich Petroleum Corp.,goodrich petroleum,8.5,3.0,0,1,0,0.4117647058823529,3,0.0,1,p036,21.566701550643252,17
Paychex Inc.,paychex,7.0,2.0,0,1,0,0.4285714285714285,1,1.0,1,p020,11.082199230186887,7
PATTON OIL CO,patton oil,4.5,1.5,0,1,0,0.4444444444444444,2,0.0,1,p030,4.133024951662147,9
PAXALL INC,paxall,6.0,2.0,0,1,0,0.3333333333333333,2,1.0,1,p020,6.857884343964063,6
PAY FONE SYSTEMS INC,pay fone systems,4.666666666666667,1.3333333333333333,0,1,0,0.4285714285714285,3,0.0,0,s023,9.242091020535929,14
PEERLESS MANUFACTURING CO,peerless manufacturing,10.5,3.5,0,1,0,0.3809523809523809,3,0.0,1,m050,24.565365296244984,21
American Financial Group Inc,american financial,8.5,3.5,1,0,0,0.4705882352941176,4,0.0,1,f050,16.61600495980903,17
AMERICAN FINANCIAL GROUP INC NEW,american financial new,6.666666666666667,2.6666666666666665,1,0,0,0.45,4,0.0,0,f050,16.544835954431,20
PENN MEDICAL TECHNOLOGY INC,penn medical technology,7.0,2.6666666666666665,0,1,0,0.3809523809523809,3,0.0,0,t020,18.141685571002583,21
PENN YAN EXPRESS INC,penn yan express,4.666666666666667,1.3333333333333333,0,1,0,0.3571428571428571,3,0.0,0,e216,0.0191652298585954,14
Placer Dome Inc,placer dome,5.0,1.5,0,1,0,0.4,2,0.0,1,p402,-0.2584829214303166,10
PPL Corp,ppl,3.0,1.0,0,1,0,0.0,2,0.0,1,p140,17.593894892286492,3
PENNSYLVANIA POWER & LIGHT CO,pennsylvania power light,7.333333333333333,2.3333333333333335,0,1,0,0.3636363636363636,3,0.0,0,p052,24.481892540659004,22
PALL CORP,pall,4.0,1.0,0,1,0,0.25,2,0.0,1,p040,-1.863860892979056,4
ACCESS BEYOND INC,access beyond,6.0,2.0,1,0,0,0.4166666666666667,2,0.0,1,a202,10.905838199827238,12
PENINSULA RESOURCES CORP,peninsula resources,9.0,3.5,0,1,0,0.4444444444444444,3,0.0,1,p050,25.810758239555668,18
PENTAIR INC,pentair,7.0,2.0,0,1,0,0.4285714285714285,1,1.0,1,p053,5.810884463381836,7
Permian Basin Royalty Trust,permian basin royalty trust,6.0,2.25,0,1,0,0.4166666666666667,3,0.0,0,p065,14.334457716275338,24
