original_name,company_name
THESEUS PHARMACEUTICALS INC,theseus pharmaceuticals
CLICK HOLDINGS LTD,click
IMMIX BIOPHARMA INC,immix biopharma
ELEVATION SERIES TRUST,elevation series trust
Ginkgo Bioworks Holdings Inc,ginkgo bioworks
PYXIS ONCOLOGY INC,pyxis oncology
AVIDXCHANGE HOLDINGS INC,avidxchange
GITLAB INC,gitlab
APOLLOMICS INC,apollomics
Nerdy Inc,nerdy
Vicarious Surgical Inc,vicarious surgical
ARBE ROBOTICS LTD,arbe robotics
ARIS WATER SOLUTIONS INC,aris water solutions
LUCID DIAGNOSTICS INC,lucid diagnostics
JIN MEDICAL INTERNATIONAL LTD,jin medical international
PARAGON 28 INC,paragon
Palladyne AI Corp,palladyne ai
Jasper Therapeutics Inc,jasper therapeutics
Aeries Technology Inc,aeries technology
ZEO ENERGY CORP,zeo energy
VITA COCO CO INC,vita coco
FLUENCE ENERGY INC,fluence energy
MoneyLion Inc,moneylion
MINERVA SURGICAL INC,minerva surgical
THARIMMUNE INC,tharimmune
PORTILLOS INC,portillos
KORE GROUP HOLDINGS INC,kore
VENTYX BIOSCIENCES INC,ventyx biosciences
Avantis Real Estate ETF,avantis real estate
Avantis Emerging Markets Value ETF,avantis emerging markets value
Avantis International Large Cap Value ETF,avantis international large cap value
ProShares Big Data Refiners ETF,proshares big data refiners
ProShares S&P Kensho Cleantech ETF,proshares sp kensho cleantech
ProShares S&P Kensho Smart Factories ETF,proshares sp kensho smart factories
Valens Semiconductor Ltd,valens semiconductor
CONSENSUS CLOUD SOLUTIONS INC,consensus cloud solutions
MULTISENSOR AI HOLDINGS INC,multisensor ai
ROIVANT SCIENCES LTD,roivant sciences
IONQ INC,ionq
ARTERIS INC,arteris
XILIO THERAPEUTICS INC,xilio therapeutics
INFORMATICA INC,informatica
RIVIAN AUTOMOTIVE INC,rivian automotive
UDEMY INC,udemy
NYNEX CABLECOMMS GROUP PLC,nynex cablecomms
RENT THE RUNWAY INC,rent the runway
ARHAUS INC,arhaus
BLUEJAY DIAGNOSTICS INC,bluejay diagnostics
GLOBALFOUNDRIES INC,globalfoundries
AIRSCULPT TECHNOLOGIES INC,airsculpt technologies
HIRERIGHT HOLDINGS CORP,hireright
Zoomcar Holdings Inc,zoomcar
SOFTWARE ACQ GROUP INC III,software acq iii
Science 37 Holdings Inc,science
Tevogen Bio Holdings Inc,tevogen bio
SONENDO INC,sonendo
CLAROS MORTGAGE TRUST INC,claros mortgage trust
Onconetix Inc,onconetix
NERDWALLET INC,nerdwallet
VAXXINITY INC,vaxxinity
ENTRADA THERAPEUTICS INC,entrada therapeutics
AURA BIOSCIENCES INC,aura biosciences
LOOP MEDIA INC,loop media
ESS Tech Inc,ess tech
JUPITER NEUROSCIENCES INC,jupiter neurosciences
LULUS FASHION LOUNGE HLDGS INC,lulus fashion lounge hldgs
USERTESTING INC,usertesting
EXPENSIFY INC,expensify
IO BIOTECH INC,io biotech
SAB Biotherapeutics Inc,sab biotherapeutics
THIRD COAST BANCSHARES INC,third coast bancshares
GCT Semiconductor Holding Inc,gct semiconductor
2SEVENTY BIO INC,seventy bio
Bakkt Holdings Inc,bakkt
BACKBLAZE INC,backblaze
NEUROSENSE THERAPEUTICS LTD,neurosense therapeutics
KINDERCARE LEARNING COS INC,kindercare learning cos
WEAVE COMMUNICATION INC,weave communication
BRIGHTSPRING HEALTH SERVICES INC,brightspring health services
Cardio Diagnostics Holdings Inc,cardio diagnostics
Navitas Semiconductor Corp,navitas semiconductor
Mirion Technologies Inc,mirion technologies
AUSTIN GOLD CORP,austin gold
Journey Medical Corp,journey medical
BRAZE INC,braze
Redbox Entertainment Inc,redbox entertainment
IRIS ENERGY LTD,iris energy
IREN LTD,iren
AUBURN NATIONAL BANCORP,auburn national bancorp
Sweetgreen Inc,sweetgreen
SIRIUS INTL INSURANCE GROUP LTD,sirius intl insurance
KYNDRYL HOLDINGS INC,kyndryl
CHICAGO ATLANTIC REAL ES FIN INC,chicago atlantic real es fin
HOUR LOOP INC,hour loop
VOLT ETF TRUST,volt trust
BLACKSTONE SECURED LENDING FUND,blackstone secured lending
Intensity Therapeutics Inc,intensity therapeutics
NEXTNAV INC,nextnav
CHIJET MOTOR COMPANY INC,chijet motor company
Better Therapeutics Inc,better therapeutics
NU HOLDINGS LTD,nu
ECD Automotive Design Inc,ecd automotive design
BITFUFU INC,bitfufu
Lottery com Inc,lottery com
MARIS TECH LTD,maris tech
USCF Gold Strategy Plus Income Fund,uscf gold strategy plus income
Roadzen Inc,roadzen
Archer Aviation Inc,archer aviation
Samsara Inc,samsara
PERIMETER SOLUTIONS INC,perimeter solutions
Mullen Automotive Inc,mullen automotive
Drilling Tools International Corp,drilling tools international
TENON MEDICAL INC,tenon medical
YARDVILLE NATIONAL BANCORP,yardville national bancorp
ORION OFFICE REIT INC,orion office reit
Volato Group Inc,volato
DIRECT DIGITAL HOLDINGS INC,direct digital
SOLIDION TECHNOLOGY INC,solidion technology
Goose Hollow Tactical Allocation ETF,goose hollow tactical allocation
OCEANPAL INC,oceanpal
AirJoule Technologies Corp,airjoule technologies
SIDUS SPACE INC,sidus space
ProFrac Holding Corp,profrac
VIGIL NEUROSCIENCE INC,vigil neuroscience
ENGENE HOLDINGS INC,engene
ABLE VIEW GLOBAL INC,able view global
BROOKFIELD BUSINESS CORP,brookfield business
VALUED ADVISERS TRUST,valued advisers trust
RUNWAY GROWTH FINANCE CORP,runway growth finance
CRESCENT ENERGY CO,crescent energy
IMPERIAL PETROLEUM INC,imperial petroleum
Motley Fool Global Opportunities ETF,motley fool global opportunities
Motley Fool Mid-Cap Growth ETF,motley fool midcap growth
Terawulf Inc.,terawulf
INNOVATIVE EYEWEAR INC,innovative eyewear
DOUGLAS ELLIMAN INC,douglas elliman
Goldman Sachs ActiveBeta Paris-Aligned Climate US Large Cap Equity ETF,goldman sachs activebeta parisaligned climate us large cap equity
GLOBAVEND HOLDINGS LTD,globavend
FPA Global Equity ETF,fpa global equity
Peraso Inc,peraso
AMYLYX PHARMACEUTICALS INC,amylyx pharmaceuticals
CINCOR PHARMA INC,cincor pharma
DIH Holding US Inc,dih us
ADVISORS SERIES TRUST,advisors series trust
SMART FOR LIFE INC,smart for life
MOBILE GLOBAL ESPORTS INC,mobile global esports
SAVERS VALUE VILLAGE INC,savers value village
KELLY STRATEGIC ETF TRUST,kelly strategic trust
STRATEGIC TRUST,strategic trust
SERIES PORTFOLIOS TRUST,series portfolios trust
HONGLI GROUP INC,hongli
Motley Fool Next Index ETF,motley fool next index
Motley Fool Capital Efficiency 100 Index ETF,motley fool capital efficiency index
BITCOIN DEPOT INC,bitcoin depot
CREDO TECHNOLOGY GROUP HLDG LTD,credo technology hldg
HEARTCORE ENTERPRISES INC,heartcore enterprises
NEXALIN TECHNOLOGY INC,nexalin technology
Conduit Pharmaceuticals Inc,conduit pharmaceuticals
Excelerate Energy Inc,excelerate energy
NATURES MIRACLE HOLDING INC,natures miracle
DYNAMIC SHARES TRUST,dynamic trust
NEOS S&P 500 High Income ETF,neos sp high income
Alpha Intelligent Large Cap Growth ETF,alpha intelligent large cap growth
Alpha Intelligent Large Cap Value ETF,alpha intelligent large cap value
HWH International Inc,hwh international
BAUSCH & LOMB CORP,bausch lomb
ARCELLX INC,arcellx
CONSTELLATION ENERGY CORP,constellation energy
AMPRIUS TECHNOLOGIES INC,amprius technologies
Laser Photonics Corp,laser photonics
ERAYAK POWER SOLUTION GROUP INC,erayak power solution
YOSHIHARU GLOBAL CO,yoshiharu global
ACLARION INC,aclarion
KNIGHTSCOPE INC,knightscope
LuxUrban Hotels Inc,luxurban hotels
LI BANG INTERNATIONAL CORP INC,li bang international
U-BX Technology Ltd,ubx technology
LOCAFY LTD,locafy
AKANDA CORP,akanda
Valkyrie Balance Sheet Opportunities ETF,valkyrie balance sheet opportunities
AMERICAN REBEL HOLDINGS INC,american rebel
BUILD FUNDS TRUST,build funds trust
Goldman Sachs Bloomberg Clean Energy Equity ETF,goldman sachs bloomberg clean energy equity
ZIMVIE INC,zimvie
ECB Bancorp Inc,ecb bancorp
Simplify High Yield PLUS Credit Hedge ETF,simplify high yield plus credit hedge
Goldman Sachs Access Emerging Markets USD Bond ETF,goldman sachs access emerging markets usd
Rail Vision Ltd,rail vision
WEARABLE DEVICES LTD,wearable devices
JEFFS BRANDS LTD,jeffs brands
Convergence Long/Short Equity ETF,convergence longshort equity
CAPITAL GROUP CORE EQUITY ETF,capital core equity
CAPITAL GROUP GLBL GRWTH EQ ETF,capital glbl grwth eq
CAPITAL GROUP GROWTH ETF,capital growth
CAPITAL GROUP CORE PLUS INC ETF,capital core plus
CAPITAL GROUP FIXED INC ETF TR,capital fixed tr
CAPITAL GROUP DIVIDEND VALUE ETF,capital dividend value
CAPITAL GROUP INTL FOCUS EQ ETF,capital intl focus eq
Residential REIT ETF,residential reit
Visionary Holdings Inc,visionary
GOLDFIELD CORP,goldfield
AN2 THERAPEUTICS INC,an therapeutics
EXPION360 INC,expion
Goldman Sachs ActiveBeta World Low Vol Plus Equity ETF,goldman sachs activebeta world low vol plus equity
EMBECTA CORP,embecta
VIRAX BIOLABS GROUP LTD,virax biolabs
SHARPS TECHNOLOGY INC,sharps technology
ROC ETF,roc
Dimensional International Small Cap ETF,dimensional international small cap
Dimensional International Small Cap Value ETF,dimensional international small cap value
Dimensional International Core Equity 2 ETF,dimensional international core equity
Dimensional International High Profitability ETF,dimensional international high profitability
STRAWBERRY FIELDS REIT INC,strawberry fields reit
COREBRIDGE FINANCIAL INC,corebridge financial
Copper Place Global Dividend Growth ETF,copper place global dividend growth
OneAscent Core Plus Bond ETF,oneascent core plus
Regents Park Hedged Market Strategy ETF,regents park hedged market strategy
PRIMECH HOLDINGS LTD,primech
DAKOTA GOLD CORP,dakota gold
HILLEVAX INC,hillevax
NEUBERGER BERMAN ETF TRUST,neuberger berman trust
ONFOLIO HOLDINGS INC,onfolio
MAIA BIOTECHNOLOGY INC,maia biotechnology
Thunder Power Holdings Inc,thunder power
Roundhill Cannabis ETF,roundhill cannabis
LA ROSA HOLDINGS CORP,la rosa
BIOAFFINITY TECHNOLOGIES INC,bioaffinity technologies
MAGIC EMPIRE GLOBAL LTD,magic empire global
STRONG GLOBAL ENTERTAINMENT INC,strong global entertainment
PEPGEN INC,pepgen
ACTELIS NETWORKS INC,actelis networks
Eightco Holdings Inc,eightco
HANOVER BANCORP INC,hanover bancorp
SEI Enhanced U.S. Large Cap Momentum Factor ETF,sei enhanced us large cap momentum factor
SEI Enhanced U.S. Large Cap Quality Factor ETF,sei enhanced us large cap quality factor
SEI Enhanced U.S. Large Cap Value Factor ETF,sei enhanced us large cap value factor
SEI Enhanced Low Volatility U.S. Large Cap ETF,sei enhanced low volatility us large cap
HEART TEST LABORATORIES INC,heart test laboratories
HEARTSCIENCES INC,heartsciences
DoubleLine Shiller CAPE US Equities ETF,doubleline shiller cape us equities
IVANHOE ELECTRIC INC,ivanhoe electric
SHUTTLE PHARMACEUTICALS HLDG INC,shuttle pharmaceuticals hldg
LICHEN CHINA LTD,lichen china
ENHABIT INC,enhabit
UNITED MARITIME CORP,united maritime
Franklin Responsibly Sourced Gold ETF,franklin responsibly sourced gold
BondBloxx JP Morgan USD Emerging Markets 1-10 Year Bond ETF,bondbloxx jp morgan usd emerging markets year
FTAI INFRASTRUCTURE INC,ftai infrastructure
GENELUX CORP,genelux
TREASURE GLOBAL INC,treasure global
Touchstone US Large Cap Focused ETF,touchstone us large cap focused
LIPELLA PHARMACEUTICALS INC,lipella pharmaceuticals
SPROTT ESG GOLD ETF,sprott esg gold
FIRSTSUN CAPITAL BANCORP,firstsun capital bancorp
HEMPACCO CO INC,hempacco
CONVEXITYSHARES TRUST,convexityshares trust
BEAMR IMAGING LTD,beamr imaging
GLOBAL ENGINE GROUP HLDG LTD,global engine hldg
GIGACLOUD TECHNOLOGY INC,gigacloud technology
INNOVATION BEVERAGE GROUP LTD,innovation beverage
THIRD HARMONIC BIO INC,third harmonic bio
Xperi Inc,xperi
ASSET ENTITIES INC,asset entities
INTCHAINS GROUP LTD,intchains
Emerge EMPWR Sustainable Dividend Equity ETF,emerge empwr sustainable dividend equity
Emerge EMPWR Sustainable Emerging Markets Equity ETF,emerge empwr sustainable emerging markets equity
Emerge EMPWR Sustainable Global Core Equity ETF,emerge empwr sustainable global core equity
PARAZERO TECHNOLOGIES LTD,parazero technologies
Emerge EMPWR Sustainable Select Growth Equity ETF,emerge empwr sustainable select growth equity
Emerge EMPWR Unified Sustainable Equity ETF,emerge empwr unified sustainable equity
THOR FINANCIAL TECHNOLOGIES TR,thor financial technologies tr
Main BuyWrite ETF,main buywrite
Altrius Global Dividend ETF,altrius global dividend
PRIME MEDICINE INC,prime medicine
CADRENAL THERAPEUTICS INC,cadrenal therapeutics
Biohaven Ltd,biohaven
BLUEROCK HOMES TRUST INC,bluerock homes trust
WANG & LEE GROUP INC,wang lee
Putnam BDC Income ETF,putnam bdc income
Simplify Bitcoin Strategy PLUS Income ETF,simplify bitcoin strategy plus income
Putnam BioRevolution ETF,putnam biorevolution
CALIBERCOS INC,calibercos
MOBILEYE GLOBAL INC,mobileye global
ARB IOT GROUP LTD,arb iot
BITWISE FUNDS TRUST,bitwise funds trust
Innovator Emerging Markets Power Buffer ETF - October,innovator emerging markets power buffer october
Innovator International Developed Power Buffer ETF - October,innovator international developed power buffer october
Innovator Uncapped Accelerated U.S. Equity ETF,innovator uncapped accelerated us equity
Touchstone Ultra Short Income ETF,touchstone ultra short income
POLYRIZON LTD,polyrizon
FITELL CORP,fitell
ACRIVON THERAPEUTICS INC,acrivon therapeutics
Gaxos.ai Inc,gaxosai
SNAIL INC,snail
ADAMAS ONE CORP,adamas one
ANGEL OAK FUNDS TRUST,angel oak funds trust
BlackRock 2037 Municipal Target Term Trust,blackrock municipal target term trust
TRIO PETROLEUM CORP,trio petroleum
ASP ISOTOPES INC,asp isotopes
SKYWARD SPECIALTY INSUR GP INC,skyward specialty insur gp
Brookfield Asset Management Ltd,brookfield asset management
MASTERBRAND INC,masterbrand
PGIM Portfolio Ballast ETF,pgim portfolio ballast
ClearBridge Sustainable Infrastructure ETF,clearbridge sustainable infrastructure
Alpha Architect 1-3 Month Box ETF,alpha architect month box
ADVISORS INNER CIRCLE FUND II,advisors inner circle ii
Subversive Mental Health ETF,subversive mental health
COYA THERAPEUTICS INC,coya therapeutics
GALAXY PAYROLL GROUP LTD,galaxy payroll
MDB CAPITAL HOLDINGS LLC,mdb capital llc
Great American Bancorp Inc,great american bancorp
Pinnacle Focused Opportunities ETF,pinnacle focused opportunities
EARLYWORKS CO LTD,earlyworks
KENVUE INC,kenvue
LEAD REAL ESTATE CO LTD,lead real estate
OHMYHOME LTD,ohmyhome
VITESSE ENERGY INC,vitesse energy
Mohr Sector Nav ETF,mohr sector nav
MINERALYS THERAPEUTICS INC,mineralys therapeutics
BULLFROG AI HOLDINGS INC,bullfrog ai
QUANTASING GROUP LTD,quantasing
BRERA HOLDINGS PLC,brera
NEURAXIS INC,neuraxis
ISPIRE TECHNOLOGY INC,ispire technology
STRUCTURE THERAPEUTICS INC,structure therapeutics
ATLAS ENERGY SOLUTIONS INC,atlas energy solutions
ATLAS ENERGY SOLUTIONS INC NEW,atlas energy solutions new
VOCODIA HOLDINGS CORP,vocodia
HESAI GROUP,hesai
NEXTRACKER INC,nextracker
New Horizon Aircraft Ltd,new horizon aircraft
ADVISORS INNER CIRCLE FUND,advisors inner circle
GOLDEN HEAVEN GROUP HLDGS LTD,golden heaven hldgs
Shengfeng Development Ltd,shengfeng development
CYTOMED THERAPEUTICS LTD,cytomed therapeutics
ATMUS FILTRATION TECH INC,atmus filtration tech
MULTI WAYS HOLDINGS LTD,multi ways
MILLENNIUM GROUP INTL HLDGS LTD,millennium intl hldgs
UNUSUAL MACHINES INC,unusual machines
UNUSUAL MACHINES INC NEW,unusual machines new
LOBO EV TECHNOLOGIES LTD,lobo ev technologies
MANGOCEUTICALS INC,mangoceuticals
Star Holdings,star
SEALSQ CORP,sealsq
Crane NXT Co,crane nxt
SGI Dynamic Tactical ETF,sgi dynamic tactical
SGI U.S. Large Cap Core ETF,sgi us large cap core
DoubleLine Commercial Real Estate ETF,doubleline commercial real estate
Roundhill Magnificent Seven ETF,roundhill magnificent seven
VCI GLOBAL LTD,vci global
INTERACTIVE STRENGTH INC,interactive strength
JAYUD GLOBAL LOGISTICS LTD,jayud global logistics
KODIAK GAS SERVICES INC,kodiak gas services
WORK MEDICAL TECHNOLOGY GROUP LT,work medical technology lt
60 DEGREES PHARMACEUTICALS INC,degrees pharmaceuticals
CHEETAH NET SUPPLY CHAIN SERV IN,cheetah net supply chain serv in
ACELYRIN INC,acelyrin
CHROMOCELL THERAPEUTICS CORP,chromocell therapeutics
CHANNEL THERAPEUTICS CORP,channel therapeutics
SOLOWIN HOLDINGS,solowin
Syra Health Corp,syra health
WEBUY GLOBAL LTD,webuy global
FIDELIS INSURANCE HOLDINGS LTD,fidelis insurance
MONOGRAM ORTHOPAEDICS INC,monogram orthopaedics
MONOGRAM TECHNOLOGIES INC,monogram technologies
KNIFE RIVER CORP,knife river
PLANET IMAGE INTERNATIONAL LTD,planet image international
INTELLIGENT GROUP LTD,intelligent
MAISON SOLUTIONS INC,maison solutions
AZITRA INC,azitra
BRANCHOUT FOOD INC,branchout food
SIMPPLE LTD,simpple
Intelligent Real Estate ETF,intelligent real estate
C3IS INC,cis
SR BANCORP INC,sr bancorp
ROMA GREEN FINANCE LTD,roma green finance
CAVA GROUP INC,cava
FORTREA HOLDINGS INC,fortrea
DDC ENTERPRISE LTD,ddc enterprise
VOLATILITY SHARES TRUST,volatility trust
PHINIA INC,phinia
GEN RESTAURANT GROUP INC,gen restaurant
iMGP Berkshire Dividend Growth ETF,imgp berkshire dividend growth
iShares Large Cap Deep Buffer ETF,ishares large cap deep buffer
iShares Large Cap Moderate Buffer ETF,ishares large cap moderate buffer
PIXIE DUST TECHNOLOGIES INC,pixie dust technologies
GARDEN STAGE LTD,garden stage
PRESTIGE WEALTH INC,prestige wealth
DAVIS COMMODITIES LTD,davis commodities
APOGEE THERAPEUTICS INC,apogee therapeutics
SURF AIR MOBILITY INC,surf air mobility
AUTOZI INTERNET TECHNOLOGY GL LT,autozi internet technology gl lt
ODDITY TECH LTD,oddity tech
SHARKNINJA INC,sharkninja
GAMER PAKISTAN INC,gamer pakistan
TEXAS CAPITAL FUNDS TRUST,texas capital funds trust
NORTHANN CORP,northann
TURNSTONE BIOLOGICS CORP,turnstone biologics
ALPHA TECHNOLOGY GROUP LTD,alpha technology
CENTRAL PLAINS BANCSHARES INC,central plains bancshares
INNO HOLDINGS INC,inno
MIRA PHARMACEUTICALS INC,mira pharmaceuticals
RICHTECH ROBOTICS INC,richtech robotics
INSPIRE VETERINARY PARTNERS INC,inspire veterinary partners
NATURE WOOD GROUP LTD,nature wood
NUVEEN CHURCHILL DIR LEND CORP,nuveen churchill dir lend
VERALTO CORP,veralto
SPRINGVIEW HOLDINGS LTD,springview
reAlpha Tech Corp,realpha tech
VS MEDIA HOLDINGS LTD,vs media
GLOBAL MOFY METAVERSE LTD,global mofy metaverse
GLOBAL MOFY AI LTD,global mofy ai
PROFESSIONALLY MANAGED PORTFOLIO,professionally managed portfolio
SEGALL BRYANT & HAMILL TRUST,segall bryant hamill trust
AMERICAN BEACON SELECT FUNDS,american beacon select funds
RYDE GROUP LTD,ryde
LINKAGE GLOBAL INC,linkage global
SIGNING DAY SPORTS INC,signing day sports
COURTSIDE GROUP INC,courtside
PODCASTONE INC,podcastone
NEUMORA THERAPEUTICS INC,neumora therapeutics
KLAVIYO INC,klaviyo
RAYZEBIO INC,rayzebio
MAPLEBEAR INC,maplebear
Defiance S&P 500 Enhanced Options & 0DTE Income ETF,defiance sp enhanced options dte income
VESTIS CORP,vestis
TUNGRAY TECHNOLOGIES INC,tungray technologies
JPMorgan Hedged Equity Laddered Overlay ETF,jpmorgan hedged equity laddered overlay
Adlai Nortye Ltd,adlai nortye
LEXEO THERAPEUTICS INC,lexeo therapeutics
ELEVAI LABS INC,elevai labs
Lithium Americas Corp,lithium americas
LITHIUM AMERICAS CORP NEW,lithium americas new
ZACKS TRUST,zacks trust
BIRKENSTOCK HOLDING PLC,birkenstock
GUARDIAN PHARMACY SERVICES INC,guardian pharmacy services
TRIDENT DIGITAL TECH HLDGS LTD,trident digital tech hldgs
SHIMMICK CORP,shimmick
QMMM HOLDINGS LTD,qmmm
FENBO HOLDINGS LTD,fenbo
KAIROS PHARMA LTD,kairos pharma
ORIENTAL RISE HOLDINGS LTD,oriental rise
Mach Natural Resources LP,mach natural resources lp
WAYSTAR HOLDING CORP,waystar
KURV ETF TRUST,kurv trust
NET LEASE OFFICE PROPERTIES,net lease office properties
RAYTECH HOLDING LTD,raytech
LUCAS GC LTD,lucas gc
SILYNXCOM LTD,silynxcom
IMPACT BIOMEDICAL INC,impact biomedical
MINGTENG INTERNATIONAL CORP INC,mingteng international
MURAL ONCOLOGY PLC,mural oncology
CARGO THERAPEUTICS INC,cargo therapeutics
PERFECT MOMENT LTD,perfect moment
FIBROBIOLOGICS INC,fibrobiologics
HAMILTON INSURANCE GROUP LTD,hamilton insurance
ARMLOGI HOLDING CORP,armlogi
UL SOLUTIONS INC,ul solutions
Amplify Samsung SOFR ETF,amplify samsung sofr
SU GROUP HOLDINGS LTD,su
HAOXI HEALTH TECHNOLOGY LTD,haoxi health technology
TOP WEALTH GROUP HOLDING LTD,top wealth
ZEEKR INTELLIGENT TECH HLDG LTD,zeekr intelligent tech hldg
GSE Systems Inc,gse systems
WORTHINGTON STEEL INC,worthington steel
CCSC TECHNOLOGY INTL HLDGS LTD,ccsc technology intl hldgs
NEO CONCEPT INTL GRP HLDGS LTD,neo concept intl grp hldgs
CLEANCORE SOLUTIONS INC,cleancore solutions
VANGUARD MALVERN FUNDS,vanguard malvern funds
GELTEQ LTD,gelteq
TALEN ENERGY CORP,talen energy
ZHIBAO TECHNOLOGY INC,zhibao technology
PHETON HOLDINGS LTD,pheton
Mixed Martial Arts Group Ltd,mixed martial arts
JIADE LTD,jiade
BLOOMZ INC,bloomz
ONEFUND TRUST,onefund trust
SMITH DOUGLAS HOMES CORP,smith douglas homes
YY GROUP HOLDING LTD,yy
METAGENOMI INC,metagenomi
ARK 21SHARES BITCOIN ETF,ark shares bitcoin
