original_name,company_name
ARS Pharmaceuticals Inc,ars pharmaceuticals
PERIPHAS CAPITAL PARTNERING CORP,periphas capital partnering
PETCO HEALTH & WELLNESS CO INC,petco health wellness
Forge Global Holdings Inc,forge global
PUBMATIC INC,pubmatic
KWESST MICRO SYSTEMS INC,kwesst micro systems
NEWAMSTERDAM PHARMA CO NV,newamsterdam pharma
TriSalus Life Sciences Inc,trisalus life sciences
C3.ai Inc,cai
ARLINGTON ASSET INVESTMENT CORP,arlington asset investment
OPENDOOR TECHNOLOGIES INC,opendoor technologies
Fusion Fuel Green PLC,fusion fuel green
Global Gas Corp,global gas
CXApp Inc,cxapp
ABCELLERA BIOLOGICS INC,abcellera biologics
FORAFRIC GLOBAL PLC,forafric global
Reviva Pharmaceuticals Holdings Inc,reviva pharmaceuticals
Desktop Metal Inc,desktop metal
BIOATLA INC,bioatla
AGRIFORCE GROWING SYSTEMS LTD,agriforce growing systems
VIRPAX PHARMACEUTICALS INC,virpax pharmaceuticals
Banzai International Inc,banzai international
MEDIROM HEALTHCARE TECHNOL INC,medirom healthcare technol
KUKE MUSIC HOLDING LTD,kuke music
Clever Leaves Holdings Inc,clever leaves
POSHMARK INC,poshmark
SKILLZ INC,skillz
ALPHA TAU MEDICAL LTD,alpha tau medical
VINCERX PHARMA INC,vincerx pharma
PORCH GROUP INC,porch
Spruce Power Holding Corp,spruce power
SentinelOne Inc,sentinelone
INFOBIRD CO LTD,infobird
Embark Technology Inc,embark technology
GRIID INFRASTRUCTURE INC,griid infrastructure
BuzzFeed Inc,buzzfeed
SOARING EAGLE ACQUISITION CORP,soaring eagle acquisition
Romeo Power Inc,romeo power
Golden Nugget Online Gaming Inc,golden nugget online gaming
Avdr Us Largecap Leading ETF,avdr us largecap leading
NEW AGE ALPHA TRUST,new age alpha trust
Rush Street Interactive Inc,rush street interactive
Cabot Growth ETF,cabot growth
Pacer Swan SOS Fund of Funds ETF,pacer swan sos of funds
AVDR US Largecap Esg ETF,avdr us largecap esg
Merlyn.AI SectorSurfer Momentum ETF,merlynai sectorsurfer momentum
SmartETFs Advertising & Marketing Technology ETF,smartetfs advertising marketing technology
Clene Inc,clene
Simplify Volt Cloud And CyberSecurity Disruption ETF,simplify volt cloud and cybersecurity disruption
Gotham Enhanced 500 ETF,gotham enhanced
SHOALS TECHNOLOGIES GROUP INC,shoals technologies
SES AI Corp,ses ai
Stardust Power Inc,stardust power
PureCycle Technologies Inc,purecycle technologies
AllianzIM U.S. Large Cap Buffer20 Jan ETF,allianzim us large cap buffer jan
PERFECT CORP,perfect
ISPECIMEN INC,ispecimen
MONTAUK RENEWABLES INC,montauk renewables
BM Technologies Inc,bm technologies
MOTORSPORT GAMES INC,motorsport games
CULLINAN MANAGEMENT INC,cullinan management
CULLINAN ONCOLOGY INC,cullinan oncology
CULLINAN THERAPEUTICS INC,cullinan therapeutics
GRACELL BIOTECHNOLOGIES INC,gracell biotechnologies
VINCI PARTNERS INVESTMENTS LTD,vinci partners investments
ORTHO CLINICAL DIAGNOSTICS PLC,ortho clinical diagnostics
ORTHO CLINICAL DIAGNOSTICS HLDGS,ortho clinical diagnostics hldgs
GOGORO INC,gogoro
ADS TEC ENERGY PLC,ads tec energy
Swan Hedged Equity US Large Cap ETF,swan hedged equity us large cap
Distillate International Fundamental Stability & Value ETF,distillate international fundamental stability value
Scilex Holding Co,scilex
Clover Health Investments Corp,clover health investments
Landsea Homes Corp,landsea homes
Pacer Swan SOS Conservative (January) ETF,pacer swan sos conservative
Pacer Swan SOS Flex (January) ETF,pacer swan sos flex
Pacer Swan SOS Moderate (January) ETF,pacer swan sos moderate
Rayliant Quantamental China Equity ETF,rayliant quantamental china equity
TRINITY CAPITAL INC,trinity capital
LANVIN GROUP HOLDINGS LTD,lanvin
APOLLO STRATEGIC GROWTH CAP II,apollo strategic growth cap ii
BTRS Holdings Inc,btrs
GreenLight Biosciences Holdings,greenlight biosciences
SWVL HOLDINGS CORP,swvl
Alliance Entertainment Holding Corp,alliance entertainment
DRIVEN BRANDS HOLDINGS INC,driven brands
PLAYTIKA HOLDING CORP,playtika
UWM Holdings Corp,uwm
TELUS INTERNATIONAL CDA INC,telus international cda
PATRIA INVESTMENTS LTD,patria investments
GOLD ROYALTY CORP,gold royalty
INSPIRA TECHNOLOGIES OXY BHN LTD,inspira technologies oxy bhn
FaZe Holdings Inc,faze
ARES ACQUISITION CORP,ares acquisition
United Homes Group Inc,united homes
SeaStar Medical Holding Corp,seastar medical
HOME POINT CAPITAL INC,home point capital
BOLT BIOTHERAPEUTICS INC,bolt biotherapeutics
ON24 INC,on
BUMBLE INC,bumble
DREAM FINDERS HOMES INC,dream finders homes
SATELLOGIC INC,satellogic
Hyperfine Inc,hyperfine
CDT ENVIRONMENTAL TECH INV HL LT,cdt environmental tech inv hl lt
LONGEVERON INC,longeveron
NEXIMMUNE INC,neximmune
Sonder Holdings Inc,sonder
SIGNIFY HEALTH INC,signify health
IMMUNOCORE HOLDINGS PLC,immunocore
Fathom Digital Manufacturing Corp,fathom digital manufacturing
FATHOM DIGITAL MANUFACT CORP,fathom digital manufact
ALLURION TECHNOLOGIES INC,allurion technologies
ECARX HOLDINGS INC,ecarx
VIANT TECHNOLOGY INC,viant technology
SENSEI BIOTHERAPEUTICS INC,sensei biotherapeutics
APRIA INC,apria
SunCar Technology Group Inc,suncar technology
VOR BIOPHARMA INC,vor biopharma
MicroAlgo Inc,microalgo
TERNS PHARMACEUTICALS INC,terns pharmaceuticals
Hims & Hers Health Inc,hims hers health
SpringBig Holdings Inc,springbig
Local Bounti Corp,local bounti
AEON Biopharma Inc,aeon biopharma
CarLotz Inc,carlotz
ADAGENE INC,adagene
DECIBEL THERAPEUTICS INC,decibel therapeutics
VSee Health Inc,vsee health
Core Scientific Inc,core scientific
CORE SCIENTIFIC INC NEW,core scientific new
TALIS BIOMEDICAL CORP,talis biomedical
VALKYRIE BITCOIN FUND,valkyrie bitcoin
COINSHARES VALKYRIE BITCOIN FUND,coinshares valkyrie bitcoin
Cognyte Software Ltd,cognyte software
AGRIFY CORP,agrify
Pardes Biosciences Inc,pardes biosciences
Cepton Inc,cepton
Innovid Corp,innovid
Movella Holdings Inc,movella
LANDOS BIOPHARMA INC,landos biopharma
SANA BIOTECHNOLOGY INC,sana biotechnology
Duckhorn Portfolio Inc (The),duckhorn portfolio
Peak Bio Inc,peak bio
Energy Vault Holdings Inc,energy vault
GRI Bio Inc,gri bio
AdTheorent Holding Company Inc,adtheorent company
ADTHEORENT HOLDING CO INC,adtheorent
Rumble Inc,rumble
EON Resources Inc,eon resources
Dave Inc,dave
BigBear.ai Holdings Inc,bigbearai
BIGBEAR AI HOLDINGS INC,bigbear ai
African Agriculture Holdings Inc,african agriculture
BIOMOTION SCIENCES,biomotion sciences
SILEXION THERAPEUTICS CORP,silexion therapeutics
IPOWER INC,ipower
MOVANO INC,movano
Fidelity Fundamental Large Cap Growth ETF,fidelity fundamental large cap growth
Fidelity Fundamental Small-Mid Cap ETF,fidelity fundamental smallmid cap
OPAL Fuels Inc,opal fuels
ADVENT TECHNOLOGIES HLDGS INC,advent technologies hldgs
Royalty Management Holding Corp,royalty management
Heliogen Inc,heliogen
ALTI GLOBAL INC,alti global
Sable Offshore Corp,sable offshore
OSCAR HEALTH INC,oscar health
Symbotic Inc,symbotic
DISC MEDICINE INC,disc medicine
NEW CENTURY LOGISTICS BVI LTD,new century logistics bvi
ENVOY MEDICAL INC,envoy medical
CHURCHILL CAPITAL CORP VI,churchill capital vi
CHURCHILL CAPITAL CORP VII,churchill capital vii
SUN COUNTRY AIRLINES HLDGS INC,sun country airlines hldgs
Brand Engagement Network Inc,brand engagement network
PAGAYA TECHNOLOGIES LTD,pagaya technologies
Metromile Inc,metromile
ADVANCED FLOWER CAPITAL INC,advanced flower capital
ADAGIO MEDICAL HOLDINGS INC,adagio medical
Complete Solaria Inc,complete solaria
RIGETTI COMPUTING INC,rigetti computing
PLBY Group Inc,plby
FLORA GROWTH CORP,flora growth
Nuvation Bio Inc,nuvation bio
COMSOVEREIGN HOLDING CORP,comsovereign
Butterfly Network Inc,butterfly network
Coeptis Therapeutics Holdings Inc,coeptis therapeutics
COEPTIS THERAPEUTICS HOLDINGS IN,coeptis therapeutics in
SOUNDHOUND AI INC,soundhound ai
Better Home & Finance Holding Co,better home finance
BETTER HOME & FINANCE HLDG CO,better home finance hldg
COUPANG INC,coupang
Solid Power Inc,solid power
American Oncology Network Inc,american oncology network
Nextdoor Holdings Inc,nextdoor
Aurora Innovation Inc,aurora innovation
Grove Collaborative Holdings Inc,grove collaborative
EBET Inc,ebet
ELITE EDUCATION GROUP INTL LTD,elite education intl
EPICQUEST EDUCATION GROUP INT LT,epicquest education int lt
WILSHIRE ENHANCED GOLD TRUST,wilshire enhanced gold trust
WSHARES ENHANCED GOLD ETF,wshares enhanced gold
OCULIS HOLDING AG,oculis
HAYWARD HOLDINGS INC,hayward
Getaround Inc,getaround
Terran Orbital Corp,terran orbital
Planet Labs PBC,planet labs pbc
HUMANKIND BENEFIT CORP,humankind benefit
INNOVAGE HOLDING CORP,innovage
EQRx Inc,eqrx
DIGITALOCEAN HOLDINGS INC,digitalocean
ChargePoint Holdings Inc,chargepoint
BIOTE CORP,biote
FORIAN INC,forian
APPLOVIN CORP,applovin
Logistic Properties Of The Americas,logistic properties of the americas
Hagerty Inc,hagerty
ALIGNMENT HEALTHCARE INC,alignment healthcare
AUGMEDIX INC,augmedix
SAIHEAT Ltd,saiheat
Intuitive Machines Inc,intuitive machines
XBP Europe Holdings Inc,xbp europe
Coursera Inc,coursera
EUPRAXIA PHARMACEUTICALS INC,eupraxia pharmaceuticals
Dragonfly Energy Holdings Corp,dragonfly energy
FRONTIER GROUP HOLDINGS INC,frontier
LONGBOARD PHARMACEUTICALS INC,longboard pharmaceuticals
OLO INC,olo
VACASA INC,vacasa
Waldencast plc,waldencast
OneMedNet Corp,onemednet
LOTUS TECHNOLOGY INC,lotus technology
MAWSON INFRASTRUCTURE GROUP INC,mawson infrastructure
ALKAMI TECHNOLOGY INC,alkami technology
GAIN THERAPEUTICS INC,gain therapeutics
NET Power Inc,net power
ESPORTS TECHNOLOGIES INC,esports technologies
PROMETHEUS BIOSCIENCES INC,prometheus biosciences
Ouster Inc,ouster
TRUST FOR PROFESSIONAL MANAGERS,trust for professional managers
GORILLA TECHNOLOGY GROUP INC,gorilla technology
CRITICAL METALS CORP,critical metals
Aeva Technologies Inc,aeva technologies
Airship AI Holdings Inc,airship ai
TUYA INC,tuya
HENNESSY FUNDS TRUST,hennessy funds trust
FALCONS BEYOND GLOBAL INC,falcons beyond global
Veea Inc,veea
Oklo Inc,oklo
INSTIL BIO INC,instil bio
FINCH THERAPEUTICS GROUP INC,finch therapeutics
JOWELL GLOBAL LTD,jowell global
Chemomab Therapeutics Ltd,chemomab therapeutics
BENEFICIENT,beneficient
Verde Clean Fuels Inc,verde clean fuels
DIVERSEY HOLDINGS LTD,diversey
PSYENCE BIOMEDICAL LTD,psyence biomedical
SEMRUSH HOLDINGS INC,semrush
RECURSION PHARMACEUTICALS INC,recursion pharmaceuticals
ENVIROTECH VEHICLES INC,envirotech vehicles
DOUBLEVERIFY HOLDINGS INC,doubleverify
THREDUP INC,thredup
Santech Holdings Ltd,santech
CONNECT BIOPHARMA HOLDINGS LTD,connect biopharma
Wag Group Co,wag
POLESTAR AUTOMOTIVE HLDG UK PLC,polestar automotive hldg uk
DESIGN THERAPEUTICS INC,design therapeutics
PSQ Holdings Inc,psq
KNOWBE4 INC,knowbe
BROOKLYN IMMUNOTHERAPEUTICS INC,brooklyn immunotherapeutics
AGILON HEALTH INC,agilon health
Nuvve Holding Corp,nuvve
SKYWATER TECHNOLOGY INC,skywater technology
EDGEWISE THERAPEUTICS INC,edgewise therapeutics
IKENA ONCOLOGY INC,ikena oncology
LEONARDO DRS INC,leonardo drs
ZAPATA COMPUTING HOLDINGS INC,zapata computing
COMPASS INC,compass
KALTURA INC,kaltura
ZYMERGEN INC,zymergen
Ernexa Therapeutics Inc,ernexa therapeutics
PRENETICS GLOBAL LTD,prenetics global
NEUROPACE INC,neuropace
TRANSCODE THERAPEUTICS INC,transcode therapeutics
ZHIHU INC,zhihu
Achilles Therapeutics plc,achilles therapeutics
Reborn Coffee Inc,reborn coffee
SNOW LAKE RESOURCES LTD,snow lake resources
AKOYA BIOSCIENCES INC,akoya biosciences
BIOMEA FUSION INC,biomea fusion
ARK Space Exploration & Innovation ETF,ark space exploration innovation
SMART SHARE GLOBAL LTD,smart global
Vyant Bio Inc,vyant bio
John Hancock Corporate Bond ETF,john hancock corporate
Paysafe Ltd,paysafe
Spectaire Holdings Inc,spectaire
BON NATURAL LIFE LTD,bon natural life
TREACE MEDICAL CONCEPTS INC,treace medical concepts
LATHAM GROUP INC,latham
CHANSON INTERNATIONAL HOLDING,chanson international
TC BANCSHARES INC,tc bancshares
INNOVIZ TECHNOLOGIES LTD,innoviz technologies
flyExclusive Inc,flyexclusive
PRIVIA HEALTH GROUP INC,privia health
AST SpaceMobile Inc,ast spacemobile
VANGUARD BOND INDEX FUNDS,vanguard index funds
ARTIVA BIOTHERAPEUTICS INC,artiva biotherapeutics
FINANCE OF AMERICA COMPANIES INC,finance of america companies
WESTROCK COFFEE CO,westrock coffee
TWIN VEE POWERCATS CO,twin vee powercats
WEREWOLF THERAPEUTICS INC,werewolf therapeutics
Five Star Bancorp,five star bancorp
FSB BANCORP INC,fsb bancorp
HONEST COMPANY INC,honest company
Barinthus Biotherapeutics plc,barinthus biotherapeutics
UIPATH INC,uipath
TASKUS INC,taskus
NKGEN BIOTECH INC,nkgen biotech
UNCOMMON INVESTMENT FUNDS TR,uncommon investment funds tr
Upexi Inc,upexi
SIMILARWEB LTD,similarweb
TNF Pharmaceuticals Inc,tnf pharmaceuticals
GENIUS SPORTS LTD,genius sports
AVEANNA HEALTHCARE HOLDINGS INC,aveanna healthcare
REGENCELL BIOSCIENCE HLDGS LTD,regencell bioscience hldgs
ANEBULO PHARMACEUTICALS INC,anebulo pharmaceuticals
PAYCOR HCM INC,paycor hcm
ZETA GLOBAL HOLDINGS CORP,zeta global
Palisade Bio Inc,palisade bio
NETCAPITAL INC,netcapital
Stem Inc,stem
ZENVIA INC,zenvia
WATERDROP INC,waterdrop
Vimeo Inc,vimeo
SQUARESPACE INC,squarespace
Tourmaline Bio Inc,tourmaline bio
FLYWIRE CORP,flywire
ZIPRECRUITER INC,ziprecruiter
TSCAN THERAPEUTICS INC,tscan therapeutics
PAYMENTUS HOLDINGS INC,paymentus
MERIDIANLINK INC,meridianlink
Enact Holdings Inc,enact
BOWMAN CONSULTING GROUP LTD,bowman consulting
TEXAS COMMUNITY BANCSHARES INC,texas community bancshares
MOBILE INFRASTRUCTURE CORP,mobile infrastructure
DAY ONE BIOPHARMACEUTICALS INC,day one biopharmaceuticals
BLUE FOUNDRY BANCORP,blue foundry bancorp
Beauty Health Co (The),beauty health
Singular Genomics Systems Inc,singular genomics systems
DLOCAL LTD,dlocal
BITDEER TECHNOLOGIES GROUP,bitdeer technologies
Blade Air Mobility Inc,blade air mobility
GOLDEN SUN EDUCATION GROUP LTD,golden sun education
GOLDEN SUN HEALTH TECH GROUP LTD,golden sun health tech
VERA THERAPEUTICS INC,vera therapeutics
Senti Biosciences Inc,senti biosciences
STARBOARD INVESTMENT TRUST,starboard investment trust
SAGIMET BIOSCIENCES INC,sagimet biosciences
ALZAMEND NEURO INC,alzamend neuro
GREENFIRE RESOURCES LTD,greenfire resources
ZyVersa Therapeutics Inc,zyversa therapeutics
CENTESSA PHARMACEUTICALS PLC,centessa pharmaceuticals
Pop Culture Group Co Ltd,pop culture
ORGANON & CO,organon
MONDAY COM LTD,monday com
1STDIBS COM INC,stdibs com
GLIMPSE GROUP INC,glimpse
FEMASYS INC,femasys
MARQETA INC,marqeta
Cutter & Buck Inc,cutter buck
LIFESTANCE HEALTH GROUP INC,lifestance health
WALKME LTD,walkme
Citius Oncology Inc,citius oncology
Newegg Commerce Inc,newegg commerce
NEUEHEALTH INC,neuehealth
JANUX THERAPEUTICS INC,janux therapeutics
Currenc Group Inc,currenc
KANZHUN LTD,kanzhun
UNICYCIVE THERAPEUTICS INC,unicycive therapeutics
CONVEY HOLDING PARENT INC,convey parent
CONVEY HEALTH SOL HLDGS INC,convey health sol hldgs
CORE & MAIN INC,core main
NRx Pharmaceuticals Inc,nrx pharmaceuticals
Trump Media & Technology Group Corp,trump media technology
LYELL IMMUNOPHARMA INC,lyell immunopharma
EUDA Health Holdings Ltd,euda health
PUTNAM ETF TRUST,putnam trust
HCW BIOLOGICS INC,hcw biologics
VERVE THERAPEUTICS INC,verve therapeutics
FULL TRUCK ALLIANCE CO LTD,full truck alliance
ACURX PHARMACEUTICALS INC,acurx pharmaceuticals
SPRINKLR INC,sprinklr
SoFi Technologies Inc,sofi technologies
MIROMATRIX MEDICAL INC,miromatrix medical
CENTURY THERAPEUTICS INC,century therapeutics
Telesis Bio Inc,telesis bio
EVERCOMMERCE INC,evercommerce
DOXIMITY INC,doximity
AIHUISHOU INTERNATIONAL CO LTD,aihuishou international
ATRENEW INC,atrenew
COLLECTIVE MINING LTD,collective mining
CONFLUENT INC,confluent
SHF Holdings Inc,shf
MISTER CAR WASH INC,mister car wash
BARK Inc,bark
Akili Inc,akili
POWERSCHOOL HOLDINGS INC,powerschool
Latch Inc,latch
Clear Secure Inc,clear secure
Quantum-Si Inc,quantumsi
JANUS INTERNATIONAL GROUP INC,janus international
ATOUR LIFESTYLE HOLDINGS LTD,atour lifestyle
DINGDONG CAYMAN LTD,dingdong cayman
SENTAGE HOLDINGS INC,sentage
Katapult Holdings Inc,katapult
Nautilus Biotechnology Inc,nautilus biotechnology
Monte Rosa Therapeutics Inc,monte rosa therapeutics
ACUMEN PHARMACEUTICALS INC,acumen pharmaceuticals
DERMATA THERAPEUTICS INC,dermata therapeutics
INDIE SEMICONDUCTOR INC,indie semiconductor
Origin Materials Inc,origin materials
AMBRX BIOPHARMA INC,ambrx biopharma
WM Technology Inc,wm technology
Zura Bio Limited,zura bio
ANGEL OAK MORTGAGE INC,angel oak mortgage
ANGEL OAK MORTGAGE REIT INC,angel oak mortgage reit
FIRST ADVANTAGE CORP,first advantage
ALPHA TEKNOVA INC,alpha teknova
LiveVox Holding Inc,livevox
PLAYSTUDIOS Inc,playstudios
BLEND LABS INC,blend labs
VCampus Corp,vcampus
Hub Group Inc,hub
COUCHBASE INC,couchbase
ELEVATION ONCOLOGY INC,elevation oncology
LENZ THERAPEUTICS INC,lenz therapeutics
Xometry Inc,xometry
RYAN SPECIALTY GROUP HLDGS INC,ryan specialty hldgs
RYAN SPECIALTY HOLDINGS INC,ryan specialty
Soho House & Co Inc,soho house
Integral Ad Science Holding Corp,integral ad science
Intapp Inc,intapp
Talkspace Inc,talkspace
ENGINE NO 1 ETF TRUST,engine no trust
BRIDGE INVESTMENT GP HLDGS INC,bridge investment gp hldgs
PASITHEA THERAPEUTICS CORP,pasithea therapeutics
Perella Weinberg Partners,perella weinberg partners
SomaLogic Inc,somalogic
PAYONEER GLOBAL INC,payoneer global
Tempest Therapeutics Inc,tempest therapeutics
GAMBLING COM GROUP LTD,gambling com
Enfusion Inc,enfusion
Nuvectis Pharma Inc,nuvectis pharma
Beachbody Co Inc (The),beachbody
TORRID HOLDINGS INC,torrid
IRONSOURCE LTD,ironsource
DUOLINGO INC,duolingo
Taboola.com Ltd,taboolacom
CVRx Inc,cvrx
Brookfield Wealth Solutions Ltd,brookfield wealth solutions
Roundhill Ball Metaverse ETF,roundhill ball metaverse
Invesco Exchange-Traded Fund Trust II - Invesco S&P 500 QVM Multi-factor ETF,invesco exchangetraded trust ii invesco sp qvm multifactor
Invesco S&P Smallcap 600 QVM Multi-factor ETF,invesco sp smallcap qvm multifactor
Invesco S&P Midcap 400 QVM Multi-factor ETF,invesco sp midcap qvm multifactor
ASTRA SPACE INC,astra space
POINT BIOPHARMA GLOBAL INC,point biopharma global
AvePoint Inc,avepoint
Sharecare Inc,sharecare
EVgo Inc,evgo
ENSYSCE BIOSCIENCES INC,ensysce biosciences
AERWINS Technologies Inc,aerwins technologies
SERA PROGNOSTICS INC,sera prognostics
SIGHT SCIENCES INC,sight sciences
SMARTKEM INC,smartkem
LAVORO LTD,lavoro
ABSCI CORP,absci
Fidelity Crypto Industry and Digital Payments ETF,fidelity crypto industry and digital payments
RXSIGHT INC,rxsight
Tigo Energy Inc,tigo energy
Micromobility.com Inc,micromobilitycom
IMMUNEERING CORP,immuneering
RANI THERAPEUTICS HOLDINGS INC,rani therapeutics
ERASCA INC,erasca
WEBER INC,weber
RAPID MICRO BIOSYSTEMS INC,rapid micro biosystems
IMAGO BIOSCIENCES INC,imago biosciences
TENAYA THERAPEUTICS INC,tenaya therapeutics
VINFAST AUTO LTD,vinfast auto
MAC Copper Limited,mac copper
METALS ACQUISITION LTD,metals acquisition
Cognition Therapeutics Inc,cognition therapeutics
CADRE HOLDINGS INC,cadre
Cytek Biosciences Inc,cytek biosciences
Catalyst Bancorp Inc,catalyst bancorp
LegalZoom.com Inc,legalzoomcom
LEGALZOOM COM INC,legalzoom com
ProShares Short Bitcoin ETF,proshares short bitcoin
Wheels Up Experience Inc,wheels up experience
JACOB FUNDS INC,jacob funds
NEOS ETF TRUST,neos trust
Matthews China Active ETF,matthews china active
Nauticus Robotics Inc,nauticus robotics
PB BANKSHARES INC,pb bankshares
Markforged Holding Corp,markforged
Enovix Corp,enovix
Owlet Inc,owlet
SOUTHERN STATES BANCSHARES INC,southern states bancshares
FINWISE BANCORP,finwise bancorp
Holley Inc,holley
Invivyd Inc,invivyd
CANDEL THERAPEUTICS INC,candel therapeutics
Hyzon Motors Inc,hyzon motors
XPONENTIAL FITNESS INC,xponential fitness
CARIBOU BIOSCIENCES INC,caribou biosciences
Celularity Inc,celularity
THORNE HEALTHTECH INC,thorne healthtech
Evolv Technologies Holdings Inc,evolv technologies
PGIM S&P 500 Buffer 20 ETF - September,pgim sp buffer september
SNAP ONE HOLDINGS CORP,snap one
FUNDX INVESTMENT TRUST,fundx investment trust
ROBINHOOD MARKETS INC,robinhood markets
RISKIFIED LTD,riskified
AllianzIM U.S. Large Cap Buffer20 Feb ETF,allianzim us large cap buffer feb
SoFi Smart Energy ETF,sofi smart energy
Stryve Foods Inc,stryve foods
OppFi Inc,oppfi
ISOPLEXIS CORP,isoplexis
Stagwell Inc,stagwell
VICTORIAS SECRET & CO,victorias secret
MarketWise Inc,marketwise
Instructure Holdings Inc,instructure
Berkshire Grey Inc,berkshire grey
TRAEGER INC,traeger
GENEDX HOLDINGS CORP,genedx
Matterport Inc,matterport
Aptus International Enhanced Yield ETF,aptus international enhanced yield
US Treasury 20 Year Bond ETF,us treasury year
iShares Large Cap Value Active ETF,ishares large cap value active
JIANZHI EDUCATION TECH GRP CO LT,jianzhi education tech grp lt
Lucid Group Inc,lucid
Microvast Holdings Inc,microvast
QUAKER INVESTMENT TRUST,quaker investment trust
BIOFRONTERA INC,biofrontera
NUVALENT INC,nuvalent
SharpLink Gaming Inc,sharplink gaming
Statera Biopharma Inc,statera biopharma
STRONGHOLD DIGITAL MINING INC,stronghold digital mining
Doma Holdings Inc,doma
ICOSAVAX INC,icosavax
RALLYBIO CORP,rallybio
Reservoir Media Inc,reservoir media
Range Nuclear Renaissance Index ETF,range nuclear renaissance index
EUROPEAN WAX CENTER INC,european wax center
Rover Group Inc,rover
MORGAN STANLEY DIRECT LENDING FD,morgan stanley direct lending fd
CCC Intelligent Solutions Holdings Inc,ccc intelligent solutions
MICROMOBILITY COM INC,micromobility com
Hippo Holdings Inc,hippo
LanzaTech Global Inc,lanzatech global
AllianzIM U.S. Equity 6 Month Floor5 Apr/Oct ETF,allianzim us equity month floor aproct
HashiCorp Inc,hashicorp
OmniAb Inc,omniab
HAMMERHEAD ENERGY INC,hammerhead energy
Tango Therapeutics Inc,tango therapeutics
Joby Aviation Inc,joby aviation
RENOVORX INC,renovorx
Jet.AI Inc,jetai
JET AI INC,jet ai
MNTN Inc,mntn
Surrozen Inc,surrozen
DATCHAT INC,datchat
Momentus Inc,momentus
GUARDFORCE AI CO LTD,guardforce ai
URGENT LY INC,urgent ly
Spire Global Inc,spire global
AEye Inc,aeye
PROCEPT BIOROBOTICS CORP,procept biorobotics
Socket Mobile Inc,socket mobile
American Insured Mortgage Series 88 LP,american insured mortgage series lp
BOREALIS FOODS INC,borealis foods
Xos Inc,xos
BELPOINTE PREP LLC,belpointe prep llc
DEFINITIVE HEALTHCARE CORP,definitive healthcare
TYRA BIOSCIENCES INC,tyra biosciences
THOUGHTWORKS HOLDING INC,thoughtworks
DUTCH BROS INC,dutch bros
FORGEROCK INC,forgerock
High-Trend International Group,hightrend international
ICZOOM GROUP INC,iczoom
Zacks Earnings Consistent Portfolio ETF,zacks earnings consistent portfolio
NORTHERN LIGHTS FUND TR II,northern lights tr ii
Calidi Biotherapeutics Inc,calidi biotherapeutics
WARBY PARKER INC,warby parker
Rocket Lab Corp,rocket lab
GREENIDGE GENERATION HLDGS INC,greenidge generation hldgs
ROCKET LAB USA INC,rocket lab usa
FGI Industries Ltd,fgi industries
SMARTRENT INC,smartrent
PINSTRIPES HOLDINGS INC,pinstripes
DICE THERAPEUTICS INC,dice therapeutics
eFFECTOR Therapeutics Inc,effector therapeutics
TOAST INC,toast
Humacyte Inc,humacyte
ENGAGESMART INC,engagesmart
SATIXFY COMMUNICATIONS LTD,satixfy communications
NEXTERS INC,nexters
GDEV INC,gdev
Volta Inc,volta
Cipher Mining Inc,cipher mining
Freshworks Inc,freshworks
STERLING CHECK CORP,sterling check
YOSHITSU CO LTD,yoshitsu
SOVOS BRANDS INC,sovos brands
Olaplex Holdings Inc,olaplex
ALLBIRDS INC,allbirds
REMITLY GLOBAL INC,remitly global
OSTIN TECHNOLOGY GROUP CO LTD,ostin technology
CELLEBRITE DI LTD,cellebrite di
HEALTHCARE TRIANGLE INC,healthcare triangle
GENIUS GROUP LTD,genius
CLEARWATER ANALYTICS HLDGS INC,clearwater analytics hldgs
AMPLITUDE INC,amplitude
BRILLIANT EARTH GROUP INC,brilliant earth
SOCIETY PASS INC,society pass
MEIHUA INTL MED TECH CO LTD,meihua intl med tech
JACKSON FINANCIAL INC,jackson financial
Lakeside Holding Ltd,lakeside
SOCKET COMMUNICATIONS INC,socket communications
FREIGHTOS LTD,freightos
Offerpad Solutions Inc,offerpad solutions
Ocean Biomedical Inc,ocean biomedical
CYNGN INC,cyngn
Auburn National Bancorporation Inc,auburn national bancorporation
Renovacor Inc,renovacor
Redwire Corp,redwire
ARQIT QUANTUM INC,arqit quantum
HeartBeam Inc,heartbeam
FIRST WATCH RESTAURANT GROUP INC,first watch restaurant
MARPAI INC,marpai
Janus Henderson Corporate Bond ETF,janus henderson corporate
TIVIC HEALTH SYSTEMS INC,tivic health systems
CINGULATE INC,cingulate
BlackSky Technology Inc,blacksky technology
TMC the metals company Inc,tmc the metals company
TMC THE METALS CO INC,tmc the metals
ZHONG YANG FINANCIAL GROUP LTD,zhong yang financial
TOP FINANCIAL GROUP LTD,top financial
GRAPHJET TECHNOLOGY,graphjet technology
VOLCON INC,volcon
CONTEXT THERAPEUTICS INC,context therapeutics
EXSCIENTIA PLC,exscientia
MINK THERAPEUTICS INC,mink therapeutics
ULTIMUS MANAGERS TRUST,ultimus managers trust
TruGolf Holdings Inc,trugolf
LIFE TIME GROUP HOLDINGS INC,life time
CERO THERAPEUTICS HOLDINGS INC,cero therapeutics
SYLVAMO CORP,sylvamo
EXODUS MOVEMENT INC,exodus movement
MODIV INC,modiv
MODIV INDUSTRIAL INC,modiv industrial
